PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-06-30T03:45:00Z,2021-06-30T03:30:00Z,PT15M,34.3,53,82.1,9.8,0,0,0,0,0,0,31.2,22.4,0.0,960.0,62,5.2,101,0.27
2021-06-30T04:00:00Z,2021-06-30T03:45:00Z,PT15M,34.0,50,88.4,9.9,0,0,0,0,0,0,31.1,23.0,0.0,960.2,63,5.0,103,0.27
2021-06-30T04:15:00Z,2021-06-30T04:00:00Z,PT15M,33.7,48,85.9,9.9,0,0,0,0,0,0,31.1,23.3,0.0,960.4,64,4.9,106,0.27
2021-06-30T04:30:00Z,2021-06-30T04:15:00Z,PT15M,33.4,45,43.4,9.9,0,0,0,0,0,0,31.2,23.6,0.0,960.6,65,4.7,108,0.27
2021-06-30T04:45:00Z,2021-06-30T04:30:00Z,PT15M,33.2,42,60.3,9.8,0,0,0,0,0,0,31.3,23.8,0.0,960.8,66,4.4,110,0.27
2021-06-30T05:00:00Z,2021-06-30T04:45:00Z,PT15M,33.0,39,64.2,9.8,0,0,0,0,0,0,31.5,24.1,0.0,961.0,67,4.2,112,0.27
2021-06-30T05:15:00Z,2021-06-30T05:00:00Z,PT15M,32.7,36,34.5,9.9,0,0,0,0,0,0,31.8,24.6,0.0,961.2,68,3.6,114,0.27
2021-06-30T05:30:00Z,2021-06-30T05:15:00Z,PT15M,32.3,33,23.1,10.1,0,0,0,0,0,0,32.4,25.6,0.0,961.4,68,2.7,116,0.27
2021-06-30T05:45:00Z,2021-06-30T05:30:00Z,PT15M,32.0,29,24.9,10.4,0,0,0,0,0,0,33.0,26.5,0.0,961.6,69,1.8,118,0.27
2021-06-30T06:00:00Z,2021-06-30T05:45:00Z,PT15M,31.6,26,25.1,10.6,0,0,0,0,0,0,33.5,27.6,0.0,961.8,72,0.9,119,0.27
2021-06-30T06:15:00Z,2021-06-30T06:00:00Z,PT15M,31.3,22,17.0,10.9,0,0,0,0,0,0,34.1,28.6,0.0,961.9,21,0.3,120,0.27
2021-06-30T06:30:00Z,2021-06-30T06:15:00Z,PT15M,31.0,18,20.3,11.3,0,0,0,0,0,0,34.6,29.7,0.0,962.1,323,0.8,121,0.27
2021-06-30T06:45:00Z,2021-06-30T06:30:00Z,PT15M,30.8,14,44.4,11.6,0,0,0,0,0,0,35.2,30.8,0.0,962.2,314,1.5,122,0.27
2021-06-30T07:00:00Z,2021-06-30T06:45:00Z,PT15M,30.6,10,46.0,11.9,0,0,0,0,0,0,35.7,31.9,0.0,962.3,311,2.2,123,0.27
2021-06-30T07:15:00Z,2021-06-30T07:00:00Z,PT15M,30.4,6,14.3,12.1,0,0,0,0,0,0,36.1,32.5,0.0,962.3,312,2.6,123,0.27
2021-06-30T07:30:00Z,2021-06-30T07:15:00Z,PT15M,30.5,2,26.4,12.2,0,0,0,0,0,0,36.3,32.6,0.0,962.3,315,2.8,124,0.27
2021-06-30T07:45:00Z,2021-06-30T07:30:00Z,PT15M,30.5,-2,15.6,12.3,0,0,0,0,0,0,36.4,32.7,0.0,962.2,318,2.9,124,0.27
2021-06-30T08:00:00Z,2021-06-30T07:45:00Z,PT15M,30.5,-6,23.6,12.3,0,0,0,0,0,0,36.6,32.8,0.0,962.2,320,3.1,123,0.26
2021-06-30T08:15:00Z,2021-06-30T08:00:00Z,PT15M,30.5,-10,19.6,12.6,0,0,0,0,0,0,36.8,33.4,0.0,962.2,320,3.3,123,0.23
2021-06-30T08:30:00Z,2021-06-30T08:15:00Z,PT15M,30.4,-14,22.4,13.1,0,0,0,0,0,0,37.0,34.7,0.0,962.2,318,3.5,122,0.23
2021-06-30T08:45:00Z,2021-06-30T08:30:00Z,PT15M,30.3,-18,39.2,13.5,0,0,0,0,0,0,37.3,35.9,0.0,962.3,317,3.7,121,0.23
2021-06-30T09:00:00Z,2021-06-30T08:45:00Z,PT15M,30.2,-22,24.5,14.0,0,0,0,0,0,0,37.5,37.3,0.0,962.4,315,3.9,120,0.23
2021-06-30T09:15:00Z,2021-06-30T09:00:00Z,PT15M,30.0,-26,20.4,14.3,0,0,0,0,0,0,37.6,38.4,0.0,962.5,315,4.0,119,0.23
2021-06-30T09:30:00Z,2021-06-30T09:15:00Z,PT15M,29.8,-29,20.3,14.5,0,0,0,0,0,0,37.7,39.3,0.0,962.6,315,3.9,118,0.23
2021-06-30T09:45:00Z,2021-06-30T09:30:00Z,PT15M,29.6,-33,20.1,14.7,0,0,0,0,0,0,37.7,40.2,0.0,962.8,315,3.8,116,0.23
2021-06-30T10:00:00Z,2021-06-30T09:45:00Z,PT15M,29.4,-36,20.4,14.8,0,0,0,0,0,0,37.8,41.2,0.0,962.9,315,3.6,114,0.23
2021-06-30T10:15:00Z,2021-06-30T10:00:00Z,PT15M,29.2,-39,20.8,15.0,0,0,0,0,0,0,37.8,42.1,0.0,963.0,316,3.4,112,0.23
2021-06-30T10:30:00Z,2021-06-30T10:15:00Z,PT15M,28.9,-42,20.8,15.1,0,0,0,0,0,0,37.9,43.0,0.0,963.2,320,3.0,110,0.23
2021-06-30T10:45:00Z,2021-06-30T10:30:00Z,PT15M,28.6,-45,21.1,15.2,0,0,0,0,0,0,38.0,43.9,0.0,963.3,324,2.6,108,0.23
2021-06-30T11:00:00Z,2021-06-30T10:45:00Z,PT15M,28.4,-47,21.3,15.2,0,0,0,0,0,0,38.1,44.8,0.0,963.5,331,2.2,106,0.23
2021-06-30T11:15:00Z,2021-06-30T11:00:00Z,PT15M,28.3,-50,21.5,15.2,0,0,0,0,0,0,38.0,45.1,0.0,963.6,337,2.1,104,0.23
2021-06-30T11:30:00Z,2021-06-30T11:15:00Z,PT15M,28.3,-53,21.6,15.1,0,0,0,0,0,0,37.7,44.7,0.0,963.6,342,2.2,101,0.23
2021-06-30T11:45:00Z,2021-06-30T11:30:00Z,PT15M,28.3,-55,21.8,15.0,0,0,0,0,0,0,37.5,44.3,0.0,963.6,347,2.3,99,0.23
2021-06-30T12:00:00Z,2021-06-30T11:45:00Z,PT15M,28.4,-57,20.2,14.9,0,0,0,0,0,0,37.3,43.9,0.0,963.6,351,2.5,96,0.23
2021-06-30T12:15:00Z,2021-06-30T12:00:00Z,PT15M,28.4,-59,17.1,14.9,0,0,0,0,0,0,37.1,43.8,0.0,963.7,356,2.4,93,0.23
2021-06-30T12:30:00Z,2021-06-30T12:15:00Z,PT15M,28.4,-61,15.8,14.9,1,0,0,1,1,1,37.0,44.0,0.0,963.9,3,2.3,91,0.23
2021-06-30T12:45:00Z,2021-06-30T12:30:00Z,PT15M,28.4,-63,9.1,15.0,14,5,0,14,13,14,36.9,44.2,0.0,964.1,11,2.2,88,0.23
2021-06-30T13:00:00Z,2021-06-30T12:45:00Z,PT15M,28.4,-65,1.5,15.1,31,117,12,42,27,31,36.8,44.3,0.0,964.2,20,2.1,85,0.23
2021-06-30T13:15:00Z,2021-06-30T13:00:00Z,PT15M,28.6,-67,0.0,15.1,47,213,30,77,38,91,36.7,44.1,0.0,964.4,27,2.1,82,0.23
2021-06-30T13:30:00Z,2021-06-30T13:15:00Z,PT15M,28.9,-69,0.0,15.2,62,293,56,118,50,212,36.6,43.4,0.0,964.5,33,2.3,79,0.23
2021-06-30T13:45:00Z,2021-06-30T13:30:00Z,PT15M,29.2,-71,0.0,15.3,76,364,87,164,79,359,36.4,42.7,0.0,964.6,37,2.5,76,0.23
2021-06-30T14:00:00Z,2021-06-30T13:45:00Z,PT15M,29.6,-73,0.0,15.3,89,426,124,213,120,506,36.3,42.0,0.0,964.7,41,2.7,73,0.23
2021-06-30T14:15:00Z,2021-06-30T14:00:00Z,PT15M,29.9,-75,0.0,15.3,101,479,163,263,166,623,36.3,41.2,0.0,964.8,45,2.7,70,0.23
2021-06-30T14:30:00Z,2021-06-30T14:15:00Z,PT15M,30.3,-76,0.0,15.3,111,525,204,315,216,690,36.4,40.2,0.0,964.9,50,2.5,67,0.23
2021-06-30T14:45:00Z,2021-06-30T14:30:00Z,PT15M,30.7,-78,0.0,15.3,121,564,247,368,268,740,36.5,39.3,0.0,965.0,56,2.2,64,0.23
2021-06-30T15:00:00Z,2021-06-30T14:45:00Z,PT15M,31.1,-80,0.0,15.3,130,598,290,420,322,782,36.5,38.4,0.0,965.0,63,2.0,61,0.23
2021-06-30T15:15:00Z,2021-06-30T15:00:00Z,PT15M,31.4,-82,0.0,15.3,138,628,334,472,377,818,36.6,37.6,0.0,965.1,66,1.8,58,0.23
2021-06-30T15:30:00Z,2021-06-30T15:15:00Z,PT15M,31.8,-83,0.0,15.2,145,654,377,523,431,849,36.7,36.8,0.0,965.1,62,1.5,55,0.23
2021-06-30T15:45:00Z,2021-06-30T15:30:00Z,PT15M,32.1,-85,0.0,15.2,152,677,420,572,485,875,36.8,36.1,0.0,965.1,55,1.2,52,0.23
2021-06-30T16:00:00Z,2021-06-30T15:45:00Z,PT15M,32.4,-87,0.0,15.1,159,696,461,620,538,897,36.8,35.3,0.0,965.0,46,0.9,49,0.23
2021-06-30T16:15:00Z,2021-06-30T16:00:00Z,PT15M,32.7,-89,0.0,15.1,165,713,501,666,589,916,36.9,34.6,0.0,965.0,39,0.8,45,0.23
2021-06-30T16:30:00Z,2021-06-30T16:15:00Z,PT15M,33.1,-91,0.0,15.0,171,728,539,710,637,932,36.9,33.8,0.0,965.0,41,0.7,42,0.23
2021-06-30T16:45:00Z,2021-06-30T16:30:00Z,PT15M,33.4,-93,0.0,15.0,176,741,575,751,684,945,36.9,33.1,0.0,964.9,42,0.6,39,0.23
2021-06-30T17:00:00Z,2021-06-30T16:45:00Z,PT15M,33.7,-95,0.0,14.9,181,752,609,789,727,956,36.9,32.3,0.0,964.9,45,0.5,36,0.23
2021-06-30T17:15:00Z,2021-06-30T17:00:00Z,PT15M,34.1,-98,0.0,14.8,185,762,640,825,768,965,37.0,31.6,0.0,964.8,62,0.4,33,0.23
2021-06-30T17:30:00Z,2021-06-30T17:15:00Z,PT15M,34.4,-101,0.0,14.8,189,771,669,858,805,972,37.1,30.8,0.0,964.7,125,0.3,30,0.23
2021-06-30T17:45:00Z,2021-06-30T17:30:00Z,PT15M,34.8,-104,1.5,14.7,217,736,657,874,827,962,37.1,30.0,0.0,964.5,160,0.6,27,0.23
2021-06-30T18:00:00Z,2021-06-30T17:45:00Z,PT15M,35.2,-108,3.7,14.6,258,681,623,881,838,944,37.2,29.3,0.0,964.4,173,0.9,24,0.23
2021-06-30T18:15:00Z,2021-06-30T18:00:00Z,PT15M,35.6,-113,5.1,14.6,282,652,610,891,853,935,37.2,28.5,0.0,964.3,185,1.0,21,0.23
2021-06-30T18:30:00Z,2021-06-30T18:15:00Z,PT15M,35.9,-119,8.6,14.5,342,562,535,877,842,904,37.2,27.8,0.0,964.2,206,1.0,18,0.23
2021-06-30T18:45:00Z,2021-06-30T18:30:00Z,PT15M,36.3,-127,8.7,14.4,348,562,542,890,857,907,37.2,27.1,0.0,964.0,225,1.1,15,0.23
2021-06-30T19:00:00Z,2021-06-30T18:45:00Z,PT15M,36.6,-137,7.5,14.3,330,598,583,913,881,922,37.2,26.5,0.0,963.9,240,1.3,13,0.23
2021-06-30T19:15:00Z,2021-06-30T19:00:00Z,PT15M,36.9,-152,10.1,14.1,377,527,517,894,863,897,37.2,25.8,0.0,963.7,253,1.5,11,0.23
2021-06-30T19:30:00Z,2021-06-30T19:15:00Z,PT15M,37.3,-169,3.1,14.0,248,731,720,968,937,969,37.1,25.1,0.0,963.5,263,1.7,10,0.23
2021-06-30T19:45:00Z,2021-06-30T19:30:00Z,PT15M,37.6,171,0.0,13.8,188,824,811,999,967,1000,37.0,24.4,0.0,963.3,271,2.0,10,0.23
2021-06-30T20:00:00Z,2021-06-30T19:45:00Z,PT15M,37.9,153,0.0,13.7,187,823,808,996,963,1000,36.9,23.7,0.0,963.1,277,2.4,11,0.23
2021-06-30T20:15:00Z,2021-06-30T20:00:00Z,PT15M,38.2,138,0.0,13.5,187,822,801,988,954,999,36.8,23.1,0.0,962.8,280,2.8,13,0.23
2021-06-30T20:30:00Z,2021-06-30T20:15:00Z,PT15M,38.5,128,0.0,13.3,187,819,790,977,941,998,36.6,22.4,0.0,962.5,281,3.3,15,0.23
2021-06-30T20:45:00Z,2021-06-30T20:30:00Z,PT15M,38.8,120,0.0,13.1,188,812,773,961,923,995,36.3,21.8,0.0,962.3,281,3.8,18,0.23
2021-06-30T21:00:00Z,2021-06-30T20:45:00Z,PT15M,39.1,113,0.0,12.9,192,800,749,941,900,991,36.1,21.2,0.0,962.0,282,4.3,21,0.23
2021-06-30T21:15:00Z,2021-06-30T21:00:00Z,PT15M,39.3,109,0.0,12.7,195,787,722,917,873,985,36.0,20.7,0.0,961.7,284,4.9,23,0.23
2021-06-30T21:30:00Z,2021-06-30T21:15:00Z,PT15M,39.4,105,0.0,12.6,198,773,692,890,842,979,36.0,20.5,0.0,961.6,287,5.5,26,0.23
2021-06-30T21:45:00Z,2021-06-30T21:30:00Z,PT15M,39.5,101,0.0,12.5,197,762,663,860,808,971,36.0,20.2,0.0,961.4,290,6.1,30,0.23
2021-06-30T22:00:00Z,2021-06-30T21:45:00Z,PT15M,39.6,98,0.0,12.4,192,754,635,827,771,964,36.0,20.0,0.0,961.2,292,6.7,33,0.23
2021-06-30T22:15:00Z,2021-06-30T22:00:00Z,PT15M,39.6,96,0.0,12.4,188,745,605,792,731,956,35.9,19.8,0.0,961.1,293,7.0,36,0.23
2021-06-30T22:30:00Z,2021-06-30T22:15:00Z,PT15M,39.6,93,0.0,12.3,182,735,572,754,688,945,35.5,19.8,0.0,961.0,293,6.9,39,0.23
2021-06-30T22:45:00Z,2021-06-30T22:30:00Z,PT15M,39.5,91,0.0,12.2,176,724,538,714,642,933,35.1,19.8,0.0,960.8,293,6.9,42,0.23
2021-06-30T23:00:00Z,2021-06-30T22:45:00Z,PT15M,39.4,89,1.5,12.1,188,669,473,661,587,896,34.7,19.8,0.0,960.7,293,6.8,45,0.23
2021-06-30T23:15:00Z,2021-06-30T23:00:00Z,PT15M,39.3,87,13.5,12.2,301,360,241,542,488,698,34.6,19.9,0.0,960.6,296,6.6,48,0.23
2021-06-30T23:30:00Z,2021-06-30T23:15:00Z,PT15M,39.2,85,7.0,12.3,228,498,309,537,465,774,34.9,20.2,0.0,960.5,300,6.3,51,0.23
2021-06-30T23:45:00Z,2021-06-30T23:30:00Z,PT15M,39.1,83,10.3,12.4,241,401,234,475,410,690,35.1,20.5,0.0,960.4,306,6.1,55,0.23
2021-07-01T00:00:00Z,2021-06-30T23:45:00Z,PT15M,38.9,82,10.2,12.5,225,385,205,429,361,661,35.3,20.8,0.0,960.4,311,5.9,58,0.23
2021-07-01T00:15:00Z,2021-07-01T00:00:00Z,PT15M,38.8,80,7.5,12.5,184,432,213,396,319,671,35.5,20.9,0.0,960.4,316,5.7,61,0.23
2021-07-01T00:30:00Z,2021-07-01T00:15:00Z,PT15M,38.8,78,38.8,12.4,207,58,28,235,215,273,35.7,20.8,0.0,960.5,321,5.4,64,0.23
2021-07-01T00:45:00Z,2021-07-01T00:30:00Z,PT15M,38.8,76,77.5,12.3,73,0,0,73,69,73,35.9,20.7,0.0,960.7,326,5.1,67,0.23
2021-07-01T01:00:00Z,2021-07-01T00:45:00Z,PT15M,38.7,75,81.2,12.2,52,0,0,52,49,52,36.1,20.6,0.0,960.8,332,5.0,70,0.23
2021-07-01T01:15:00Z,2021-07-01T01:00:00Z,PT15M,38.5,73,85.1,12.1,34,0,0,34,32,34,36.1,20.7,0.0,960.9,340,5.1,73,0.23
2021-07-01T01:30:00Z,2021-07-01T01:15:00Z,PT15M,38.1,71,90.5,12.0,17,0,0,17,16,17,36.1,21.0,0.0,961.0,349,5.6,76,0.23
2021-07-01T01:45:00Z,2021-07-01T01:30:00Z,PT15M,37.7,69,71.9,12.0,32,0,0,32,30,32,36.1,21.4,0.0,961.0,356,6.2,79,0.23
2021-07-01T02:00:00Z,2021-07-01T01:45:00Z,PT15M,37.3,68,35.9,11.9,53,0,0,53,50,53,36.1,21.9,0.0,961.1,2,6.9,82,0.23
2021-07-01T02:15:00Z,2021-07-01T02:00:00Z,PT15M,36.5,66,35.3,12.2,31,0,0,31,29,31,36.1,23.2,0.0,961.3,9,7.0,85,0.23
2021-07-01T02:30:00Z,2021-07-01T02:15:00Z,PT15M,35.4,64,66.7,12.7,7,0,0,7,7,7,36.2,25.5,0.0,961.5,19,6.6,88,0.23
2021-07-01T02:45:00Z,2021-07-01T02:30:00Z,PT15M,34.2,62,62.5,13.2,1,0,0,1,1,1,36.2,28.2,0.0,961.8,30,6.4,90,0.23
2021-07-01T03:00:00Z,2021-07-01T02:45:00Z,PT15M,33.1,60,35.6,13.7,0,0,0,0,0,0,36.3,31.0,0.0,962.0,41,6.5,93,0.23
2021-07-01T03:15:00Z,2021-07-01T03:00:00Z,PT15M,32.5,57,26.0,14.1,0,0,0,0,0,0,36.4,32.9,0.0,962.2,51,5.9,96,0.23
2021-07-01T03:30:00Z,2021-07-01T03:15:00Z,PT15M,32.3,55,18.6,14.3,0,0,0,0,0,0,36.4,33.6,0.0,962.4,64,4.7,98,0.23
2021-07-01T03:45:00Z,2021-07-01T03:30:00Z,PT15M,32.2,53,18.0,14.4,0,0,0,0,0,0,36.4,34.3,0.0,962.6,83,3.9,101,0.23
2021-07-01T04:00:00Z,2021-07-01T03:45:00Z,PT15M,32.0,50,38.8,14.6,0,0,0,0,0,0,36.5,35.0,0.0,962.8,108,3.7,103,0.23
2021-07-01T04:15:00Z,2021-07-01T04:00:00Z,PT15M,31.9,48,49.1,14.8,0,0,0,0,0,0,36.5,35.7,0.0,962.9,126,3.7,106,0.23
2021-07-01T04:30:00Z,2021-07-01T04:15:00Z,PT15M,31.7,45,74.2,15.0,0,0,0,0,0,0,36.6,36.5,0.0,962.9,139,3.4,108,0.23
2021-07-01T04:45:00Z,2021-07-01T04:30:00Z,PT15M,31.6,42,96.0,15.3,0,0,0,0,0,0,36.7,37.2,0.0,962.9,154,3.2,110,0.23
2021-07-01T05:00:00Z,2021-07-01T04:45:00Z,PT15M,31.5,39,96.8,15.5,0,0,0,0,0,0,36.7,38.0,0.0,962.9,168,3.3,112,0.23
2021-07-01T05:15:00Z,2021-07-01T05:00:00Z,PT15M,31.3,36,95.7,15.7,0,0,0,0,0,0,37.1,39.1,0.0,963.1,173,3.5,114,0.23
2021-07-01T05:30:00Z,2021-07-01T05:15:00Z,PT15M,31.1,33,93.2,16.0,0,0,0,0,0,0,37.6,40.4,0.0,963.3,170,3.7,116,0.23
2021-07-01T05:45:00Z,2021-07-01T05:30:00Z,PT15M,30.9,29,87.6,16.3,0,0,0,0,0,0,38.2,41.7,0.0,963.6,167,3.9,118,0.23
2021-07-01T06:00:00Z,2021-07-01T05:45:00Z,PT15M,30.6,26,78.8,16.6,0,0,0,0,0,0,38.7,43.0,0.0,963.9,164,4.1,119,0.23
2021-07-01T06:15:00Z,2021-07-01T06:00:00Z,PT15M,30.4,22,48.0,16.8,0,0,0,0,0,0,39.1,43.9,0.0,964.0,162,4.1,120,0.23
2021-07-01T06:30:00Z,2021-07-01T06:15:00Z,PT15M,30.3,18,34.1,16.8,0,0,0,0,0,0,39.2,44.3,0.0,964.0,162,4.0,121,0.23
2021-07-01T06:45:00Z,2021-07-01T06:30:00Z,PT15M,30.2,15,41.2,16.8,0,0,0,0,0,0,39.2,44.8,0.0,963.9,162,3.8,122,0.23
2021-07-01T07:00:00Z,2021-07-01T06:45:00Z,PT15M,30.0,10,48.2,16.9,0,0,0,0,0,0,39.3,45.2,0.0,963.9,161,3.6,123,0.23
2021-07-01T07:15:00Z,2021-07-01T07:00:00Z,PT15M,29.9,6,40.0,16.9,0,0,0,0,0,0,39.4,45.6,0.0,963.9,162,3.4,123,0.23
2021-07-01T07:30:00Z,2021-07-01T07:15:00Z,PT15M,29.7,2,57.7,16.9,0,0,0,0,0,0,39.5,46.0,0.0,963.9,164,3.1,124,0.23
2021-07-01T07:45:00Z,2021-07-01T07:30:00Z,PT15M,29.6,-2,79.5,16.9,0,0,0,0,0,0,39.6,46.4,0.0,963.9,167,2.8,124,0.23
2021-07-01T08:00:00Z,2021-07-01T07:45:00Z,PT15M,29.5,-6,84.7,16.9,0,0,0,0,0,0,39.7,46.8,0.0,963.9,170,2.6,123,0.23
2021-07-01T08:15:00Z,2021-07-01T08:00:00Z,PT15M,29.3,-10,63.9,16.9,0,0,0,0,0,0,39.6,47.2,0.0,963.9,173,2.2,123,0.23
2021-07-01T08:30:00Z,2021-07-01T08:15:00Z,PT15M,29.2,-14,38.8,16.9,0,0,0,0,0,0,39.4,47.6,0.0,963.8,177,1.7,122,0.23
2021-07-01T08:45:00Z,2021-07-01T08:30:00Z,PT15M,29.1,-18,47.4,17.0,0,0,0,0,0,0,39.2,48.0,0.0,963.7,183,1.2,121,0.23
2021-07-01T09:00:00Z,2021-07-01T08:45:00Z,PT15M,29.0,-22,53.3,17.0,0,0,0,0,0,0,39.0,48.3,0.0,963.7,196,0.7,120,0.23
2021-07-01T09:15:00Z,2021-07-01T09:00:00Z,PT15M,28.9,-26,56.1,17.0,0,0,0,0,0,0,38.8,48.6,0.0,963.6,216,0.4,119,0.23
2021-07-01T09:30:00Z,2021-07-01T09:15:00Z,PT15M,28.8,-29,54.2,17.0,0,0,0,0,0,0,38.8,48.9,0.0,963.6,281,0.1,118,0.23
2021-07-01T09:45:00Z,2021-07-01T09:30:00Z,PT15M,28.7,-33,56.8,17.0,0,0,0,0,0,0,38.7,49.1,0.0,963.5,5,0.3,116,0.23
2021-07-01T10:00:00Z,2021-07-01T09:45:00Z,PT15M,28.6,-36,45.9,17.0,0,0,0,0,0,0,38.7,49.3,0.0,963.5,13,0.6,114,0.23
2021-07-01T10:15:00Z,2021-07-01T10:00:00Z,PT15M,28.5,-39,28.1,17.0,0,0,0,0,0,0,38.7,49.6,0.0,963.5,16,0.9,112,0.23
2021-07-01T10:30:00Z,2021-07-01T10:15:00Z,PT15M,28.4,-42,30.1,17.0,0,0,0,0,0,0,38.9,49.9,0.0,963.5,18,0.9,110,0.23
2021-07-01T10:45:00Z,2021-07-01T10:30:00Z,PT15M,28.3,-45,28.1,17.0,0,0,0,0,0,0,39.0,50.3,0.0,963.5,20,1.0,108,0.23
2021-07-01T11:00:00Z,2021-07-01T10:45:00Z,PT15M,28.2,-47,39.9,17.0,0,0,0,0,0,0,39.1,50.6,0.0,963.5,21,1.1,106,0.23
2021-07-01T11:15:00Z,2021-07-01T11:00:00Z,PT15M,28.1,-50,36.7,17.0,0,0,0,0,0,0,39.2,50.9,0.0,963.5,20,1.2,104,0.23
2021-07-01T11:30:00Z,2021-07-01T11:15:00Z,PT15M,28.0,-53,48.5,17.0,0,0,0,0,0,0,39.2,51.2,0.0,963.6,17,1.3,101,0.23
2021-07-01T11:45:00Z,2021-07-01T11:30:00Z,PT15M,27.9,-55,51.5,17.0,0,0,0,0,0,0,39.3,51.5,0.0,963.6,14,1.3,99,0.23
2021-07-01T12:00:00Z,2021-07-01T11:45:00Z,PT15M,27.8,-57,52.9,17.0,0,0,0,0,0,0,39.3,51.8,0.0,963.7,11,1.4,96,0.23
2021-07-01T12:15:00Z,2021-07-01T12:00:00Z,PT15M,27.8,-59,38.9,17.0,0,0,0,0,0,0,39.3,51.8,0.0,963.8,9,1.4,93,0.23
2021-07-01T12:30:00Z,2021-07-01T12:15:00Z,PT15M,27.9,-61,34.4,17.0,1,0,0,1,1,1,39.2,51.6,0.0,963.9,8,1.4,91,0.23
2021-07-01T12:45:00Z,2021-07-01T12:30:00Z,PT15M,28.0,-64,30.1,17.1,11,0,0,11,10,11,39.2,51.4,0.0,964.1,6,1.4,88,0.23
2021-07-01T13:00:00Z,2021-07-01T12:45:00Z,PT15M,28.2,-65,19.3,17.1,32,17,2,34,30,33,39.1,51.2,0.0,964.2,5,1.4,85,0.23
2021-07-01T13:15:00Z,2021-07-01T13:00:00Z,PT15M,28.4,-67,9.8,17.1,57,79,11,68,52,74,39.0,50.4,0.0,964.3,4,1.4,82,0.23
2021-07-01T13:30:00Z,2021-07-01T13:15:00Z,PT15M,28.8,-69,5.0,17.0,70,214,41,111,60,184,38.9,49.0,0.0,964.4,3,1.3,79,0.23
2021-07-01T13:45:00Z,2021-07-01T13:30:00Z,PT15M,29.1,-71,4.5,16.9,88,283,68,155,87,312,38.8,47.7,0.0,964.5,2,1.2,76,0.23
2021-07-01T14:00:00Z,2021-07-01T13:45:00Z,PT15M,29.5,-73,4.6,16.8,105,337,97,202,125,440,38.7,46.4,0.0,964.6,1,1.1,73,0.23
2021-07-01T14:15:00Z,2021-07-01T14:00:00Z,PT15M,29.8,-75,13.7,16.7,157,207,69,226,175,395,38.6,45.3,0.0,964.6,359,1.0,70,0.23
2021-07-01T14:30:00Z,2021-07-01T14:15:00Z,PT15M,30.1,-76,10.1,16.6,162,312,122,284,217,523,38.5,44.3,0.0,964.7,355,0.8,67,0.23
