PeriodEnd,PeriodStart,Time,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-07-09T06:50:00Z,2021-07-09T06:45:00Z,3290,PT5M,34,12,19.1,16.7,0,0,0,0,0,0,44.7,35.7,0,962.1,256,7.6,123,0.23
2021-07-09T06:55:00Z,2021-07-09T06:50:00Z,3295,PT5M,33.9,11,25,16.7,0,0,0,0,0,0,44.8,35.8,0,962.1,256,7.6,124,0.23
2021-07-09T07:00:00Z,2021-07-09T06:55:00Z,3300,PT5M,33.9,10,33.4,16.7,0,0,0,0,0,0,44.8,35.9,0,962.1,256,7.5,124,0.23
2021-07-09T07:05:00Z,2021-07-09T07:00:00Z,3305,PT5M,33.8,8,37,16.7,0,0,0,0,0,0,44.8,36,0,962.1,256,7.4,124,0.23
2021-07-09T07:10:00Z,2021-07-09T07:05:00Z,3310,PT5M,33.8,7,25.3,16.7,0,0,0,0,0,0,44.8,36.1,0,962.1,256,7.4,124,0.23
2021-07-09T07:15:00Z,2021-07-09T07:10:00Z,3315,PT5M,33.7,6,18.8,16.7,0,0,0,0,0,0,44.8,36.3,0,962.1,256,7.3,124,0.23
2021-07-09T07:20:00Z,2021-07-09T07:15:00Z,3320,PT5M,33.7,4,30.1,16.7,0,0,0,0,0,0,44.8,36.4,0,962.1,256,7.2,124,0.23
2021-07-09T07:25:00Z,2021-07-09T07:20:00Z,3325,PT5M,33.7,3,41,16.7,0,0,0,0,0,0,44.8,36.5,0,962.1,257,7.2,124,0.23
2021-07-09T07:30:00Z,2021-07-09T07:25:00Z,3330,PT5M,33.6,1,47.3,16.8,0,0,0,0,0,0,44.8,36.6,0,962.1,257,7.1,124,0.23
2021-07-09T07:35:00Z,2021-07-09T07:30:00Z,3335,PT5M,33.6,0,50.5,16.8,0,0,0,0,0,0,44.8,36.8,0,962.1,257,7,124,0.23
2021-07-09T07:40:00Z,2021-07-09T07:35:00Z,3340,PT5M,33.5,-1,44.8,16.8,0,0,0,0,0,0,44.7,36.9,0,962.1,257,7,124,0.23
2021-07-09T07:45:00Z,2021-07-09T07:40:00Z,3345,PT5M,33.5,-3,41.3,16.8,0,0,0,0,0,0,44.7,37,0,962,258,6.9,124,0.23
2021-07-09T07:50:00Z,2021-07-09T07:45:00Z,3350,PT5M,33.4,-4,45.5,16.8,0,0,0,0,0,0,44.7,37.1,0,962,258,6.8,124,0.23
2021-07-09T07:55:00Z,2021-07-09T07:50:00Z,3355,PT5M,33.4,-6,51.8,16.8,0,0,0,0,0,0,44.7,37.3,0,962,258,6.7,124,0.23
2021-07-09T08:00:00Z,2021-07-09T07:55:00Z,3360,PT5M,33.3,-7,63.3,16.8,0,0,0,0,0,0,44.7,37.4,0,962,258,6.7,124,0.23
2021-07-09T08:05:00Z,2021-07-09T08:00:00Z,3365,PT5M,33.3,-8,71.3,16.8,0,0,0,0,0,0,44.7,37.5,0,962,258,6.6,124,0.23
2021-07-09T08:10:00Z,2021-07-09T08:05:00Z,3370,PT5M,33.3,-10,68.1,16.9,0,0,0,0,0,0,44.7,37.6,0,962,258,6.4,124,0.23
2021-07-09T08:15:00Z,2021-07-09T08:10:00Z,3375,PT5M,33.3,-11,66,16.9,0,0,0,0,0,0,44.7,37.6,0,962,258,6.3,124,0.23
2021-07-09T08:20:00Z,2021-07-09T08:15:00Z,3380,PT5M,33.2,-13,68.5,16.9,0,0,0,0,0,0,44.7,37.7,0,962,258,6.1,123,0.23
2021-07-09T08:25:00Z,2021-07-09T08:20:00Z,3385,PT5M,33.2,-14,70.5,16.9,0,0,0,0,0,0,44.6,37.8,0,962,257,6,123,0.23
2021-07-09T08:30:00Z,2021-07-09T08:25:00Z,3390,PT5M,33.2,-15,70.3,16.9,0,0,0,0,0,0,44.6,37.9,0,962,257,5.8,123,0.23
2021-07-09T08:35:00Z,2021-07-09T08:30:00Z,3395,PT5M,33.2,-17,69.6,16.9,0,0,0,0,0,0,44.6,37.9,0,962,257,5.7,123,0.23
2021-07-09T08:40:00Z,2021-07-09T08:35:00Z,3400,PT5M,33.2,-18,68.3,17,0,0,0,0,0,0,44.6,38,0,962,256,5.5,122,0.23
2021-07-09T08:45:00Z,2021-07-09T08:40:00Z,3405,PT5M,33.2,-19,67.3,17,0,0,0,0,0,0,44.6,38.1,0,962,256,5.4,122,0.23
2021-07-09T08:50:00Z,2021-07-09T08:45:00Z,3410,PT5M,33.2,-20,67.2,17,0,0,0,0,0,0,44.5,38.2,0,962,256,5.3,122,0.23
2021-07-09T08:55:00Z,2021-07-09T08:50:00Z,3415,PT5M,33.1,-22,63.1,17,0,0,0,0,0,0,44.5,38.2,0,962,255,5.1,121,0.23
2021-07-09T09:00:00Z,2021-07-09T08:55:00Z,3420,PT5M,33.1,-23,46.7,17,0,0,0,0,0,0,44.5,38.3,0,962,255,5,121,0.23
2021-07-09T09:05:00Z,2021-07-09T09:00:00Z,3425,PT5M,33.1,-24,33.9,17.1,0,0,0,0,0,0,44.5,38.4,0,962,255,4.8,120,0.23
2021-07-09T09:10:00Z,2021-07-09T09:05:00Z,3430,PT5M,33.1,-25,33.8,17.1,0,0,0,0,0,0,44.5,38.6,0,962,255,4.7,120,0.23
2021-07-09T09:15:00Z,2021-07-09T09:10:00Z,3435,PT5M,33,-27,34.4,17.1,0,0,0,0,0,0,44.5,38.7,0,962,256,4.6,119,0.23
2021-07-09T09:20:00Z,2021-07-09T09:15:00Z,3440,PT5M,33,-28,35,17.1,0,0,0,0,0,0,44.4,38.9,0,962.1,256,4.5,119,0.23
2021-07-09T09:25:00Z,2021-07-09T09:20:00Z,3445,PT5M,32.9,-29,34.1,17.2,0,0,0,0,0,0,44.4,39,0,962.1,257,4.4,118,0.23
2021-07-09T09:30:00Z,2021-07-09T09:25:00Z,3450,PT5M,32.9,-30,28.9,17.2,0,0,0,0,0,0,44.4,39.2,0,962.1,257,4.2,118,0.23
2021-07-09T09:35:00Z,2021-07-09T09:30:00Z,3455,PT5M,32.9,-31,24.6,17.2,0,0,0,0,0,0,44.4,39.3,0,962.1,258,4.1,117,0.23
2021-07-09T09:40:00Z,2021-07-09T09:35:00Z,3460,PT5M,32.8,-33,24.1,17.3,0,0,0,0,0,0,44.4,39.5,0,962.2,258,4,117,0.23
2021-07-09T09:45:00Z,2021-07-09T09:40:00Z,3465,PT5M,32.8,-34,23.9,17.3,0,0,0,0,0,0,44.3,39.6,0,962.2,259,3.9,116,0.23
2021-07-09T09:50:00Z,2021-07-09T09:45:00Z,3470,PT5M,32.8,-35,24.1,17.3,0,0,0,0,0,0,44.3,39.8,0,962.2,259,3.8,116,0.23
2021-07-09T09:55:00Z,2021-07-09T09:50:00Z,3475,PT5M,32.7,-36,24.3,17.3,0,0,0,0,0,0,44.3,40,0,962.2,260,3.7,115,0.23
2021-07-09T10:00:00Z,2021-07-09T09:55:00Z,3480,PT5M,32.7,-37,24,17.4,0,0,0,0,0,0,44.3,40.1,0,962.2,260,3.5,114,0.23
2021-07-09T10:05:00Z,2021-07-09T10:00:00Z,3485,PT5M,32.6,-38,23.9,17.4,0,0,0,0,0,0,44.2,40.3,0,962.3,261,3.4,114,0.23
2021-07-09T10:10:00Z,2021-07-09T10:05:00Z,3490,PT5M,32.6,-39,24.2,17.5,0,0,0,0,0,0,44.2,40.6,0,962.3,261,3.2,113,0.23
2021-07-09T10:15:00Z,2021-07-09T10:10:00Z,3495,PT5M,32.5,-40,24.3,17.5,0,0,0,0,0,0,44.1,40.9,0,962.4,261,3,113,0.23
2021-07-09T10:20:00Z,2021-07-09T10:15:00Z,3500,PT5M,32.4,-41,23.7,17.6,0,0,0,0,0,0,44.1,41.2,0,962.4,261,2.8,112,0.23
2021-07-09T10:25:00Z,2021-07-09T10:20:00Z,3505,PT5M,32.4,-42,23.3,17.6,0,0,0,0,0,0,44,41.5,0,962.4,261,2.6,111,0.23
2021-07-09T10:30:00Z,2021-07-09T10:25:00Z,3510,PT5M,32.3,-43,23.8,17.7,0,0,0,0,0,0,44,41.8,0,962.5,261,2.4,110,0.23
2021-07-09T10:35:00Z,2021-07-09T10:30:00Z,3515,PT5M,32.2,-44,24.2,17.7,0,0,0,0,0,0,44,42.1,0,962.5,262,2.2,110,0.23
2021-07-09T10:40:00Z,2021-07-09T10:35:00Z,3520,PT5M,32.1,-45,24.2,17.8,0,0,0,0,0,0,43.9,42.4,0,962.6,262,2,109,0.23
2021-07-09T10:45:00Z,2021-07-09T10:40:00Z,3525,PT5M,32.1,-46,24.2,17.8,0,0,0,0,0,0,43.9,42.7,0,962.6,262,1.8,108,0.23
2021-07-09T10:50:00Z,2021-07-09T10:45:00Z,3530,PT5M,32,-47,24.4,17.9,0,0,0,0,0,0,43.8,43,0,962.7,262,1.6,107,0.23
2021-07-09T10:55:00Z,2021-07-09T10:50:00Z,3535,PT5M,31.9,-48,24.5,17.9,0,0,0,0,0,0,43.8,43.3,0,962.7,262,1.4,107,0.23
2021-07-09T11:00:00Z,2021-07-09T10:55:00Z,3540,PT5M,31.9,-49,24.5,17.9,0,0,0,0,0,0,43.7,43.5,0,962.7,263,1.2,106,0.23
2021-07-09T11:05:00Z,2021-07-09T11:00:00Z,3545,PT5M,31.8,-49,24.5,18,0,0,0,0,0,0,43.6,43.7,0,962.7,263,1.1,105,0.23
2021-07-09T11:10:00Z,2021-07-09T11:05:00Z,3550,PT5M,31.8,-50,24.5,18,0,0,0,0,0,0,43.5,43.8,0,962.7,263,1.2,104,0.23
2021-07-09T11:15:00Z,2021-07-09T11:10:00Z,3555,PT5M,31.8,-51,24.6,18,0,0,0,0,0,0,43.5,43.8,0,962.7,262,1.2,104,0.23
2021-07-09T11:20:00Z,2021-07-09T11:15:00Z,3560,PT5M,31.8,-52,24.7,18,0,0,0,0,0,0,43.4,43.9,0,962.7,262,1.3,103,0.23
2021-07-09T11:25:00Z,2021-07-09T11:20:00Z,3565,PT5M,31.7,-53,24.6,18,0,0,0,0,0,0,43.3,44,0,962.7,262,1.3,102,0.23
2021-07-09T11:30:00Z,2021-07-09T11:25:00Z,3570,PT5M,31.7,-54,23.7,18,0,0,0,0,0,0,43.2,44,0,962.7,262,1.4,101,0.23
2021-07-09T11:35:00Z,2021-07-09T11:30:00Z,3575,PT5M,31.7,-54,23.1,18,0,0,0,0,0,0,43.1,44.1,0,962.7,261,1.5,100,0.23
2021-07-09T11:40:00Z,2021-07-09T11:35:00Z,3580,PT5M,31.6,-55,23.2,18,0,0,0,0,0,0,43,44.1,0,962.7,261,1.5,99,0.23
2021-07-09T11:45:00Z,2021-07-09T11:40:00Z,3585,PT5M,31.6,-56,23.3,18,0,0,0,0,0,0,42.9,44.2,0,962.7,261,1.6,98,0.23
2021-07-09T11:50:00Z,2021-07-09T11:45:00Z,3590,PT5M,31.6,-57,23.5,18,0,0,0,0,0,0,42.8,44.3,0,962.7,261,1.6,98,0.23
2021-07-09T11:55:00Z,2021-07-09T11:50:00Z,3595,PT5M,31.6,-57,23.3,18,0,0,0,0,0,0,42.7,44.3,0,962.7,261,1.7,97,0.23
2021-07-09T12:00:00Z,2021-07-09T11:55:00Z,3600,PT5M,31.6,-58,22,18,0,0,0,0,0,0,42.6,44.4,0,962.7,261,1.8,96,0.23
2021-07-09T12:05:00Z,2021-07-09T12:00:00Z,3605,PT5M,31.5,-59,21,18,0,0,0,0,0,0,42.6,44.4,0,962.7,261,1.8,95,0.23
2021-07-09T12:10:00Z,2021-07-09T12:05:00Z,3610,PT5M,31.5,-60,20.8,18,0,0,0,0,0,0,42.6,44.5,0,962.8,261,1.8,94,0.23
2021-07-09T12:15:00Z,2021-07-09T12:10:00Z,3615,PT5M,31.6,-60,21.2,18,0,0,0,0,0,0,42.6,44.6,0,962.8,261,1.8,93,0.23
2021-07-09T12:20:00Z,2021-07-09T12:15:00Z,3620,PT5M,31.6,-61,22.8,18.1,0,0,0,0,0,0,42.6,44.7,0,962.9,261,1.7,92,0.23
2021-07-09T12:25:00Z,2021-07-09T12:20:00Z,3625,PT5M,31.6,-62,24.1,18.1,0,0,0,0,0,0,42.6,44.7,0,963,260,1.7,91,0.23
2021-07-09T12:30:00Z,2021-07-09T12:25:00Z,3630,PT5M,31.6,-63,24.1,18.1,1,0,0,1,1,1,42.6,44.8,0,963,260,1.7,90,0.23
2021-07-09T12:35:00Z,2021-07-09T12:30:00Z,3635,PT5M,31.6,-63,24.1,18.2,3,0,0,3,2,3,42.6,44.9,0,963.1,260,1.7,89,0.23
2021-07-09T12:40:00Z,2021-07-09T12:35:00Z,3640,PT5M,31.6,-64,24.5,18.2,8,0,0,8,7,8,42.6,45,0,963.1,260,1.7,89,0.23
2021-07-09T12:45:00Z,2021-07-09T12:40:00Z,3645,PT5M,31.6,-65,23.4,18.2,14,0,0,14,13,14,42.6,45,0,963.2,260,1.7,88,0.23
2021-07-09T12:50:00Z,2021-07-09T12:45:00Z,3650,PT5M,31.6,-65,17.9,18.3,22,0,0,22,21,22,42.6,45.1,0,963.3,260,1.7,87,0.23
2021-07-09T12:55:00Z,2021-07-09T12:50:00Z,3655,PT5M,31.6,-66,12.3,18.3,30,19,2,32,28,30,42.5,45.2,0,963.3,260,1.7,86,0.23
2021-07-09T13:00:00Z,2021-07-09T12:55:00Z,3660,PT5M,31.7,-66,6.8,18.3,34,96,10,44,30,33,42.5,45.1,0,963.4,261,1.7,85,0.23
2021-07-09T13:05:00Z,2021-07-09T13:00:00Z,3665,PT5M,31.7,-67,2.7,18.3,38,163,18,56,33,43,42.5,45,0,963.4,261,1.7,84,0.23
2021-07-09T13:10:00Z,2021-07-09T13:05:00Z,3670,PT5M,31.8,-68,2.7,18.3,44,190,24,68,37,71,42.5,44.7,0,963.4,262,1.7,83,0.23
2021-07-09T13:15:00Z,2021-07-09T13:10:00Z,3675,PT5M,31.9,-68,2.8,18.3,50,215,31,81,41,102,42.5,44.3,0,963.5,264,1.8,82,0.23
2021-07-09T13:20:00Z,2021-07-09T13:15:00Z,3680,PT5M,32,-69,2.9,18.2,56,240,39,94,45,140,42.5,43.9,0,963.5,265,1.9,81,0.23
2021-07-09T13:25:00Z,2021-07-09T13:20:00Z,3685,PT5M,32.1,-70,3,18.2,61,262,46,108,49,180,42.5,43.5,0,963.5,266,2,80,0.23
2021-07-09T13:30:00Z,2021-07-09T13:25:00Z,3690,PT5M,32.3,-70,3.3,18.2,67,281,55,122,57,223,42.5,43.2,0,963.6,267,2,79,0.23
2021-07-09T13:35:00Z,2021-07-09T13:30:00Z,3695,PT5M,32.4,-71,3.7,18.1,74,296,62,136,66,266,42.4,42.8,0,963.6,268,2.1,78,0.23
2021-07-09T13:40:00Z,2021-07-09T13:35:00Z,3700,PT5M,32.5,-71,4.5,18.1,81,301,68,149,79,304,42.4,42.4,0,963.6,268,2.2,77,0.23
2021-07-09T13:45:00Z,2021-07-09T13:40:00Z,3705,PT5M,32.6,-72,4.9,18,87,314,77,164,92,348,42.4,42.1,0,963.7,269,2.2,76,0.23
2021-07-09T13:50:00Z,2021-07-09T13:45:00Z,3710,PT5M,32.7,-73,3.9,18,89,354,93,182,103,408,42.4,41.7,0,963.7,270,2.3,75,0.23
2021-07-09T13:55:00Z,2021-07-09T13:50:00Z,3715,PT5M,32.8,-73,3.4,18,93,381,106,199,116,459,42.4,41.3,0,963.7,271,2.4,74,0.23
2021-07-09T14:00:00Z,2021-07-09T13:55:00Z,3720,PT5M,32.9,-74,4.7,17.9,103,370,109,212,132,481,42.4,41,0,963.8,271,2.4,73,0.23
2021-07-09T14:05:00Z,2021-07-09T14:00:00Z,3725,PT5M,33.1,-74,5.7,17.9,112,365,114,226,148,506,42.4,40.6,0,963.8,271,2.5,72,0.23
2021-07-09T14:10:00Z,2021-07-09T14:05:00Z,3730,PT5M,33.2,-75,5.4,17.8,116,386,127,243,162,545,42.5,40.2,0,963.8,271,2.6,71,0.23
2021-07-09T14:15:00Z,2021-07-09T14:10:00Z,3735,PT5M,33.3,-76,5.2,17.8,120,404,139,259,177,579,42.5,39.7,0,963.8,270,2.6,70,0.23
2021-07-09T14:20:00Z,2021-07-09T14:15:00Z,3740,PT5M,33.5,-76,5.5,17.7,126,412,149,275,193,595,42.6,39.3,0,963.9,270,2.6,69,0.23
2021-07-09T14:25:00Z,2021-07-09T14:20:00Z,3745,PT5M,33.6,-77,6,17.7,134,413,156,290,209,604,42.7,38.9,0,963.9,269,2.7,68,0.23
2021-07-09T14:30:00Z,2021-07-09T14:25:00Z,3750,PT5M,33.7,-77,7.2,17.6,146,396,156,302,225,600,42.8,38.5,0,963.9,269,2.7,67,0.23
2021-07-09T14:35:00Z,2021-07-09T14:30:00Z,3755,PT5M,33.9,-78,8.3,17.6,158,383,157,315,241,597,42.8,38.1,0,963.9,268,2.8,66,0.23
2021-07-09T14:40:00Z,2021-07-09T14:35:00Z,3760,PT5M,34,-79,8.7,17.5,166,383,163,329,256,606,42.9,37.7,0,964,268,2.8,65,0.23
2021-07-09T14:45:00Z,2021-07-09T14:40:00Z,3765,PT5M,34.1,-79,9,17.5,173,386,171,344,272,616,43,37.2,0,964,268,2.9,64,0.23
2021-07-09T14:50:00Z,2021-07-09T14:45:00Z,3770,PT5M,34.3,-80,9.1,17.4,179,394,181,360,288,630,43,36.9,0,964,267,2.9,63,0.23
2021-07-09T14:55:00Z,2021-07-09T14:50:00Z,3775,PT5M,34.4,-80,8.4,17.4,180,418,199,378,305,654,43.1,36.5,0,964,267,3,62,0.23
2021-07-09T15:00:00Z,2021-07-09T14:55:00Z,3780,PT5M,34.5,-81,5.9,17.3,165,488,240,406,326,710,43.2,36.1,0,964.1,267,3,61,0.23
2021-07-09T15:05:00Z,2021-07-09T15:00:00Z,3785,PT5M,34.7,-82,4.5,17.3,160,529,268,427,344,746,43.2,35.7,0,964.1,267,3,60,0.23
2021-07-09T15:10:00Z,2021-07-09T15:05:00Z,3790,PT5M,34.8,-82,6.9,17.2,184,478,249,432,356,718,43.2,35.3,0,964.1,267,3.1,59,0.23
2021-07-09T15:15:00Z,2021-07-09T15:10:00Z,3795,PT5M,34.9,-83,8.5,17.2,201,446,240,441,370,703,43.2,34.9,0,964.1,268,3.1,58,0.23
2021-07-09T15:20:00Z,2021-07-09T15:15:00Z,3800,PT5M,35.1,-83,7.1,17.1,194,487,269,464,390,736,43.3,34.5,0,964.1,268,3.1,56,0.23
2021-07-09T15:25:00Z,2021-07-09T15:20:00Z,3805,PT5M,35.2,-84,5.9,17,188,524,297,485,410,767,43.3,34.1,0,964.1,269,3.2,55,0.23
2021-07-09T15:30:00Z,2021-07-09T15:25:00Z,3810,PT5M,35.3,-85,5.6,17,189,539,314,503,427,781,43.3,33.8,0,964.1,269,3.2,54,0.23
2021-07-09T15:35:00Z,2021-07-09T15:30:00Z,3815,PT5M,35.4,-85,5.7,16.9,194,543,324,518,444,789,43.3,33.4,0,964.1,270,3.2,53,0.23
2021-07-09T15:40:00Z,2021-07-09T15:35:00Z,3820,PT5M,35.6,-86,6.9,16.8,210,518,316,526,456,779,43.3,33,0,964.1,270,3.3,52,0.23
2021-07-09T15:45:00Z,2021-07-09T15:40:00Z,3825,PT5M,35.7,-86,7.2,16.8,217,516,323,540,472,782,43.3,32.7,0,964.1,270,3.3,51,0.23
2021-07-09T15:50:00Z,2021-07-09T15:45:00Z,3830,PT5M,35.8,-87,4.8,16.7,193,587,376,570,498,827,43.3,32.3,0,964.1,271,3.3,50,0.23
2021-07-09T15:55:00Z,2021-07-09T15:50:00Z,3835,PT5M,36,-88,3.1,16.7,178,637,417,595,521,861,43.4,32,0,964.2,271,3.4,49,0.23
2021-07-09T16:00:00Z,2021-07-09T15:55:00Z,3840,PT5M,36.1,-88,4.2,16.6,194,613,409,603,533,852,43.4,31.6,0,964.2,272,3.4,48,0.23
2021-07-09T16:05:00Z,2021-07-09T16:00:00Z,3845,PT5M,36.2,-89,4.8,16.6,205,600,409,614,546,849,43.3,31.3,0,964.2,272,3.4,47,0.23
2021-07-09T16:10:00Z,2021-07-09T16:05:00Z,3850,PT5M,36.3,-90,3.8,16.5,195,633,440,635,567,869,43.3,31.1,0,964.2,273,3.5,46,0.23
2021-07-09T16:15:00Z,2021-07-09T16:10:00Z,3855,PT5M,36.4,-90,2.7,16.5,182,671,475,657,589,892,43.2,30.9,0,964.2,274,3.5,45,0.23
2021-07-09T16:20:00Z,2021-07-09T16:15:00Z,3860,PT5M,36.5,-91,1.2,16.5,164,719,518,682,613,917,43.2,30.7,0,964.2,275,3.5,44,0.23
2021-07-09T16:25:00Z,2021-07-09T16:20:00Z,3865,PT5M,36.6,-92,0.4,16.5,154,747,547,701,634,933,43.1,30.4,0,964.2,276,3.6,43,0.23
2021-07-09T16:30:00Z,2021-07-09T16:25:00Z,3870,PT5M,36.7,-92,1.6,16.5,174,715,532,707,642,921,43.1,30.2,0,964.2,277,3.6,42,0.23
2021-07-09T16:35:00Z,2021-07-09T16:30:00Z,3875,PT5M,36.8,-93,2.6,16.4,191,690,522,713,652,912,43,30,0,964.2,278,3.6,41,0.23
2021-07-09T16:40:00Z,2021-07-09T16:35:00Z,3880,PT5M,36.9,-94,2.7,16.4,194,692,532,726,666,916,42.9,29.8,0,964.2,279,3.6,40,0.23
2021-07-09T16:45:00Z,2021-07-09T16:40:00Z,3885,PT5M,37.1,-95,2.4,16.4,191,706,551,741,683,924,42.9,29.6,0,964.2,279,3.7,39,0.23
2021-07-09T16:50:00Z,2021-07-09T16:45:00Z,3890,PT5M,37.2,-96,1.1,16.4,172,748,592,764,706,944,42.8,29.4,0,964.2,280,3.7,38,0.23
2021-07-09T16:55:00Z,2021-07-09T16:50:00Z,3895,PT5M,37.3,-96,0.1,16.4,157,783,628,785,727,960,42.8,29.2,0,964.2,281,3.8,37,0.23
2021-07-09T17:00:00Z,2021-07-09T16:55:00Z,3900,PT5M,37.4,-97,0,16.3,157,788,640,797,742,964,42.7,29,0,964.2,282,3.8,36,0.23
2021-07-09T17:05:00Z,2021-07-09T17:00:00Z,3905,PT5M,37.5,-98,0.4,16.3,164,780,643,807,753,962,42.7,28.8,0,964.2,282,3.8,35,0.23
2021-07-09T17:10:00Z,2021-07-09T17:05:00Z,3910,PT5M,37.6,-99,1.8,16.3,190,741,617,806,756,948,42.6,28.7,0,964.1,282,3.8,34,0.23
2021-07-09T17:15:00Z,2021-07-09T17:10:00Z,3915,PT5M,37.7,-100,2.9,16.4,211,709,598,808,760,937,42.6,28.5,0,964.1,283,3.8,32,0.23
2021-07-09T17:20:00Z,2021-07-09T17:15:00Z,3920,PT5M,37.8,-101,3.1,16.4,215,706,602,817,771,937,42.5,28.4,0,964.1,283,3.8,31,0.23
2021-07-09T17:25:00Z,2021-07-09T17:20:00Z,3925,PT5M,37.9,-102,2.8,16.4,212,717,619,830,785,943,42.5,28.3,0,964.1,283,3.8,30,0.23
2021-07-09T17:30:00Z,2021-07-09T17:25:00Z,3930,PT5M,38,-103,1.3,16.4,185,768,669,854,809,963,42.4,28.1,0,964.1,284,3.7,29,0.23
2021-07-09T17:35:00Z,2021-07-09T17:30:00Z,3935,PT5M,38.1,-104,0.1,16.4,164,808,711,875,830,979,42.4,28,0,964.1,284,3.7,28,0.23
2021-07-09T17:40:00Z,2021-07-09T17:35:00Z,3940,PT5M,38.2,-105,0,16.4,162,814,723,885,842,982,42.3,27.9,0,964.1,284,3.7,27,0.23
2021-07-09T17:45:00Z,2021-07-09T17:40:00Z,3945,PT5M,38.3,-107,0,16.5,162,818,733,895,853,984,42.2,27.7,0,964,284,3.7,26,0.23
2021-07-09T17:50:00Z,2021-07-09T17:45:00Z,3950,PT5M,38.4,-108,0,16.5,162,822,742,904,863,986,42.2,27.6,0,964,285,3.7,25,0.23
2021-07-09T17:55:00Z,2021-07-09T17:50:00Z,3955,PT5M,38.5,-109,0.3,16.5,167,816,743,910,871,984,42.1,27.5,0,964,285,3.7,24,0.23
2021-07-09T18:00:00Z,2021-07-09T17:55:00Z,3960,PT5M,38.6,-111,1.5,16.5,190,782,718,907,870,973,42.1,27.4,0,964,285,3.7,23,0.23
2021-07-09T18:05:00Z,2021-07-09T18:00:00Z,3965,PT5M,38.7,-112,2.4,16.5,208,756,699,907,871,964,42,27.2,0,964,286,3.7,22,0.23
2021-07-09T18:10:00Z,2021-07-09T18:05:00Z,3970,PT5M,38.8,-114,2.5,16.5,209,758,705,914,879,965,42,27.1,0,963.9,286,3.7,21,0.23
2021-07-09T18:15:00Z,2021-07-09T18:10:00Z,3975,PT5M,38.9,-116,2.5,16.5,208,761,712,921,887,967,41.9,26.9,0,963.9,287,3.7,21,0.23
2021-07-09T18:20:00Z,2021-07-09T18:15:00Z,3980,PT5M,39,-118,2.5,16.5,208,763,719,927,895,968,41.9,26.8,0,963.8,287,3.7,20,0.23
2021-07-09T18:25:00Z,2021-07-09T18:20:00Z,3985,PT5M,39.1,-120,2.5,16.5,208,766,726,934,902,969,41.8,26.6,0,963.8,288,3.7,19,0.23
2021-07-09T18:30:00Z,2021-07-09T18:25:00Z,3990,PT5M,39.2,-123,2.5,16.5,208,769,732,939,909,970,41.8,26.5,0,963.7,288,3.8,18,0.23
2021-07-09T18:35:00Z,2021-07-09T18:30:00Z,3995,PT5M,39.3,-125,2.2,16.5,201,780,747,948,918,974,41.7,26.4,0,963.7,289,3.8,17,0.23
2021-07-09T18:40:00Z,2021-07-09T18:35:00Z,4000,PT5M,39.4,-128,1,16.5,177,819,788,964,935,987,41.7,26.2,0,963.7,289,3.8,16,0.23
2021-07-09T18:45:00Z,2021-07-09T18:40:00Z,4005,PT5M,39.5,-131,0,16.5,158,851,821,978,949,998,41.6,26.1,0,963.6,290,3.8,15,0.23
2021-07-09T18:50:00Z,2021-07-09T18:45:00Z,4010,PT5M,39.6,-134,0,16.5,157,853,826,983,954,999,41.6,25.9,0,963.6,290,3.8,14,0.23
2021-07-09T18:55:00Z,2021-07-09T18:50:00Z,4015,PT5M,39.7,-138,0,16.5,156,855,830,987,959,999,41.5,25.8,0,963.5,291,3.8,14,0.23
2021-07-09T19:00:00Z,2021-07-09T18:55:00Z,4020,PT5M,39.8,-142,0,16.5,156,856,833,990,962,1000,41.5,25.6,0,963.5,291,3.9,13,0.23
2021-07-09T19:05:00Z,2021-07-09T19:00:00Z,4025,PT5M,39.9,-146,0,16.5,156,857,836,993,966,1000,41.4,25.5,0,963.4,292,3.9,12,0.23
2021-07-09T19:10:00Z,2021-07-09T19:05:00Z,4030,PT5M,40,-151,0,16.5,156,857,839,995,969,1000,41.4,25.3,0,963.3,292,3.9,12,0.23
2021-07-09T19:15:00Z,2021-07-09T19:10:00Z,4035,PT5M,40.1,-156,0,16.5,156,858,841,997,971,1000,41.4,25.2,0,963.3,293,4,11,0.23
2021-07-09T19:20:00Z,2021-07-09T19:15:00Z,4040,PT5M,40.2,-162,0,16.5,156,859,843,999,973,1001,41.3,25,0,963.2,293,4,11,0.23
2021-07-09T19:25:00Z,2021-07-09T19:20:00Z,4045,PT5M,40.3,-168,0,16.4,156,860,844,1000,974,1001,41.3,24.9,0,963.1,294,4.1,11,0.23
2021-07-09T19:30:00Z,2021-07-09T19:25:00Z,4050,PT5M,40.4,-174,0,16.4,155,860,845,1001,975,1001,41.3,24.7,0,963.1,294,4.1,11,0.23
2021-07-09T19:35:00Z,2021-07-09T19:30:00Z,4055,PT5M,40.5,180,0,16.4,155,861,846,1001,975,1001,41.2,24.6,0,963,294,4.2,11,0.23
2021-07-09T19:40:00Z,2021-07-09T19:35:00Z,4060,PT5M,40.6,173,0,16.4,155,861,846,1001,975,1001,41.2,24.4,0,962.9,295,4.2,11,0.23
