PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-06-30T06:30:00Z,2021-06-30T06:00:00Z,PT30M,31.2,20,18.7,11.1,0,0,0,0,0,0,34.4,29.1,0.0,962.0,338,0.5,121,0.27
2021-06-30T07:00:00Z,2021-06-30T06:30:00Z,PT30M,30.7,12,45.2,11.8,0,0,0,0,0,0,35.4,31.3,0.0,962.2,312,1.8,123,0.27
2021-06-30T07:30:00Z,2021-06-30T07:00:00Z,PT30M,30.5,4,20.4,12.2,0,0,0,0,0,0,36.2,32.5,0.0,962.3,313,2.7,123,0.27
2021-06-30T08:00:00Z,2021-06-30T07:30:00Z,PT30M,30.5,-4,19.6,12.3,0,0,0,0,0,0,36.5,32.7,0.0,962.2,319,3.0,124,0.26
2021-06-30T08:30:00Z,2021-06-30T08:00:00Z,PT30M,30.4,-12,21.0,12.8,0,0,0,0,0,0,36.9,34.0,0.0,962.2,319,3.4,123,0.23
2021-06-30T09:00:00Z,2021-06-30T08:30:00Z,PT30M,30.2,-20,31.9,13.7,0,0,0,0,0,0,37.4,36.6,0.0,962.3,316,3.8,121,0.23
2021-06-30T09:30:00Z,2021-06-30T09:00:00Z,PT30M,29.9,-27,20.3,14.4,0,0,0,0,0,0,37.6,38.8,0.0,962.6,315,3.9,118,0.23
2021-06-30T10:00:00Z,2021-06-30T09:30:00Z,PT30M,29.5,-34,20.3,14.7,0,0,0,0,0,0,37.7,40.7,0.0,962.8,315,3.7,115,0.23
2021-06-30T10:30:00Z,2021-06-30T10:00:00Z,PT30M,29.0,-40,20.8,15.0,0,0,0,0,0,0,37.9,42.5,0.0,963.1,318,3.2,111,0.23
2021-06-30T11:00:00Z,2021-06-30T10:30:00Z,PT30M,28.5,-46,21.2,15.2,0,0,0,0,0,0,38.0,44.3,0.0,963.4,327,2.4,107,0.23
2021-06-30T11:30:00Z,2021-06-30T11:00:00Z,PT30M,28.3,-51,21.6,15.2,0,0,0,0,0,0,37.9,44.9,0.0,963.6,340,2.1,102,0.23
2021-06-30T12:00:00Z,2021-06-30T11:30:00Z,PT30M,28.3,-56,21.0,15.0,0,0,0,0,0,0,37.4,44.1,0.0,963.6,349,2.4,97,0.23
2021-06-30T12:30:00Z,2021-06-30T12:00:00Z,PT30M,28.4,-60,16.5,14.9,1,0,0,1,1,1,37.0,43.9,0.0,963.8,359,2.4,92,0.23
2021-06-30T13:00:00Z,2021-06-30T12:30:00Z,PT30M,28.4,-64,5.3,15.1,22,61,6,28,20,22,36.9,44.3,0.0,964.1,15,2.1,86,0.23
2021-06-30T13:30:00Z,2021-06-30T13:00:00Z,PT30M,28.7,-68,0.0,15.2,54,253,43,97,44,152,36.6,43.7,0.0,964.4,30,2.2,81,0.23
2021-06-30T14:00:00Z,2021-06-30T13:30:00Z,PT30M,29.4,-72,0.0,15.3,83,395,105,188,99,433,36.4,42.3,0.0,964.6,39,2.6,75,0.23
2021-06-30T14:30:00Z,2021-06-30T14:00:00Z,PT30M,30.1,-75,0.0,15.3,106,502,183,289,191,657,36.3,40.7,0.0,964.8,47,2.6,69,0.23
2021-06-30T15:00:00Z,2021-06-30T14:30:00Z,PT30M,30.9,-79,0.0,15.3,125,581,269,394,295,761,36.5,38.9,0.0,965.0,59,2.1,63,0.23
2021-06-30T15:30:00Z,2021-06-30T15:00:00Z,PT30M,31.6,-82,0.0,15.2,142,641,356,497,404,834,36.7,37.2,0.0,965.1,64,1.6,56,0.23
2021-06-30T16:00:00Z,2021-06-30T15:30:00Z,PT30M,32.2,-86,0.0,15.1,156,686,440,596,511,886,36.8,35.7,0.0,965.0,51,1.0,50,0.23
2021-06-30T16:30:00Z,2021-06-30T16:00:00Z,PT30M,32.9,-90,0.0,15.0,168,720,520,688,613,924,36.9,34.2,0.0,965.0,40,0.7,44,0.23
2021-06-30T17:00:00Z,2021-06-30T16:30:00Z,PT30M,33.6,-94,0.0,14.9,178,747,592,770,706,950,36.9,32.7,0.0,964.9,43,0.6,38,0.23
2021-06-30T17:30:00Z,2021-06-30T17:00:00Z,PT30M,34.3,-100,0.0,14.8,187,767,655,841,787,968,37.0,31.2,0.0,964.7,91,0.3,31,0.23
2021-06-30T18:00:00Z,2021-06-30T17:30:00Z,PT30M,35.0,-106,2.6,14.7,238,708,640,878,833,953,37.2,29.6,0.0,964.5,168,0.7,25,0.23
2021-06-30T18:30:00Z,2021-06-30T18:00:00Z,PT30M,35.7,-116,6.8,14.5,312,607,572,884,847,920,37.2,28.2,0.0,964.2,196,1.0,19,0.23
2021-06-30T19:00:00Z,2021-06-30T18:30:00Z,PT30M,36.4,-132,8.1,14.3,339,580,563,902,869,915,37.2,26.8,0.0,964.0,233,1.2,14,0.23
2021-06-30T19:30:00Z,2021-06-30T19:00:00Z,PT30M,37.1,-160,6.6,14.1,313,629,618,931,900,933,37.2,25.4,0.0,963.6,258,1.6,11,0.23
2021-06-30T20:00:00Z,2021-06-30T19:30:00Z,PT30M,37.8,162,0.0,13.8,188,824,810,997,965,1000,37.0,24.0,0.0,963.2,274,2.2,11,0.23
2021-06-30T20:30:00Z,2021-06-30T20:00:00Z,PT30M,38.4,133,0.0,13.4,187,820,796,983,948,998,36.7,22.7,0.0,962.7,280,3.1,14,0.23
2021-06-30T21:00:00Z,2021-06-30T20:30:00Z,PT30M,38.9,117,0.0,13.0,190,806,761,951,912,993,36.2,21.5,0.0,962.1,282,4.1,19,0.23
2021-06-30T21:30:00Z,2021-06-30T21:00:00Z,PT30M,39.3,107,0.0,12.7,196,780,707,903,857,982,36.0,20.6,0.0,961.7,286,5.2,25,0.23
2021-06-30T22:00:00Z,2021-06-30T21:30:00Z,PT30M,39.5,100,0.0,12.5,195,758,649,843,789,968,36.0,20.1,0.0,961.3,291,6.4,31,0.23
2021-06-30T22:30:00Z,2021-06-30T22:00:00Z,PT30M,39.6,95,0.0,12.3,185,740,588,773,710,950,35.7,19.8,0.0,961.0,293,6.9,37,0.23
2021-06-30T23:00:00Z,2021-06-30T22:30:00Z,PT30M,39.5,90,0.8,12.2,182,697,506,688,615,915,34.9,19.8,0.0,960.8,293,6.8,44,0.23
2021-06-30T23:30:00Z,2021-06-30T23:00:00Z,PT30M,39.3,86,10.2,12.2,265,429,275,540,477,736,34.8,20.1,0.0,960.6,298,6.5,50,0.23
2021-07-01T00:00:00Z,2021-06-30T23:30:00Z,PT30M,39.0,83,10.2,12.5,233,393,220,452,385,676,35.2,20.7,0.0,960.4,308,6.0,56,0.23
2021-07-01T00:30:00Z,2021-07-01T00:00:00Z,PT30M,38.8,79,23.1,12.5,195,245,120,316,267,472,35.6,20.9,0.0,960.5,318,5.5,62,0.23
2021-07-01T01:00:00Z,2021-07-01T00:30:00Z,PT30M,38.8,76,79.4,12.2,62,0,0,62,59,62,36.0,20.6,0.0,960.7,329,5.0,68,0.23
2021-07-01T01:30:00Z,2021-07-01T01:00:00Z,PT30M,38.3,72,87.8,12.1,25,0,0,25,24,25,36.1,20.9,0.0,960.9,344,5.3,74,0.23
2021-07-01T02:00:00Z,2021-07-01T01:30:00Z,PT30M,37.5,68,53.9,12.0,42,0,0,42,40,42,36.1,21.6,0.0,961.1,359,6.5,80,0.23
2021-07-01T02:30:00Z,2021-07-01T02:00:00Z,PT30M,36.0,65,51.0,12.4,19,0,0,19,18,19,36.1,24.3,0.0,961.4,14,6.8,86,0.23
2021-07-01T03:00:00Z,2021-07-01T02:30:00Z,PT30M,33.7,61,49.0,13.5,0,0,0,0,0,0,36.3,29.5,0.0,961.9,35,6.4,92,0.23
2021-07-01T03:30:00Z,2021-07-01T03:00:00Z,PT30M,32.4,56,22.3,14.2,0,0,0,0,0,0,36.4,33.2,0.0,962.3,57,5.3,97,0.23
2021-07-01T04:00:00Z,2021-07-01T03:30:00Z,PT30M,32.1,52,28.4,14.5,0,0,0,0,0,0,36.4,34.6,0.0,962.7,95,3.8,102,0.23
2021-07-01T04:30:00Z,2021-07-01T04:00:00Z,PT30M,31.8,46,61.7,14.9,0,0,0,0,0,0,36.5,36.1,0.0,962.9,132,3.5,107,0.23
2021-07-01T05:00:00Z,2021-07-01T04:30:00Z,PT30M,31.5,41,96.4,15.4,0,0,0,0,0,0,36.7,37.6,0.0,962.9,161,3.2,111,0.23
2021-07-01T05:30:00Z,2021-07-01T05:00:00Z,PT30M,31.2,34,94.5,15.9,0,0,0,0,0,0,37.3,39.7,0.0,963.2,171,3.6,115,0.23
2021-07-01T06:00:00Z,2021-07-01T05:30:00Z,PT30M,30.7,28,83.2,16.5,0,0,0,0,0,0,38.5,42.3,0.0,963.7,165,4.0,118,0.23
2021-07-01T06:30:00Z,2021-07-01T06:00:00Z,PT30M,30.4,20,41.1,16.8,0,0,0,0,0,0,39.1,44.1,0.0,964.0,162,4.1,121,0.23
2021-07-01T07:00:00Z,2021-07-01T06:30:00Z,PT30M,30.1,12,44.7,16.9,0,0,0,0,0,0,39.3,45.0,0.0,963.9,161,3.7,123,0.23
2021-07-01T07:30:00Z,2021-07-01T07:00:00Z,PT30M,29.8,4,48.8,16.9,0,0,0,0,0,0,39.5,45.8,0.0,963.9,163,3.2,124,0.23
2021-07-01T08:00:00Z,2021-07-01T07:30:00Z,PT30M,29.5,-4,82.1,16.9,0,0,0,0,0,0,39.6,46.6,0.0,963.9,169,2.7,124,0.23
2021-07-01T08:30:00Z,2021-07-01T08:00:00Z,PT30M,29.3,-12,51.3,16.9,0,0,0,0,0,0,39.5,47.4,0.0,963.8,175,1.9,123,0.23
2021-07-01T09:00:00Z,2021-07-01T08:30:00Z,PT30M,29.0,-20,50.4,17.0,0,0,0,0,0,0,39.1,48.2,0.0,963.7,188,0.9,121,0.23
2021-07-01T09:30:00Z,2021-07-01T09:00:00Z,PT30M,28.8,-27,55.1,17.0,0,0,0,0,0,0,38.8,48.8,0.0,963.6,228,0.2,118,0.23
2021-07-01T10:00:00Z,2021-07-01T09:30:00Z,PT30M,28.7,-34,51.4,17.0,0,0,0,0,0,0,38.7,49.2,0.0,963.5,11,0.5,115,0.23
2021-07-01T10:30:00Z,2021-07-01T10:00:00Z,PT30M,28.5,-40,29.1,17.0,0,0,0,0,0,0,38.8,49.8,0.0,963.5,17,0.9,111,0.23
2021-07-01T11:00:00Z,2021-07-01T10:30:00Z,PT30M,28.3,-46,34.0,17.0,0,0,0,0,0,0,39.0,50.4,0.0,963.5,20,1.1,107,0.23
2021-07-01T11:30:00Z,2021-07-01T11:00:00Z,PT30M,28.1,-51,42.6,17.0,0,0,0,0,0,0,39.2,51.0,0.0,963.6,18,1.2,102,0.23
2021-07-01T12:00:00Z,2021-07-01T11:30:00Z,PT30M,27.8,-56,52.2,17.0,0,0,0,0,0,0,39.3,51.6,0.0,963.7,13,1.4,97,0.23
2021-07-01T12:30:00Z,2021-07-01T12:00:00Z,PT30M,27.8,-60,36.7,17.0,0,0,0,0,0,0,39.3,51.7,0.0,963.9,9,1.4,92,0.23
2021-07-01T13:00:00Z,2021-07-01T12:30:00Z,PT30M,28.1,-64,24.7,17.1,22,9,1,23,20,22,39.1,51.3,0.0,964.1,6,1.4,86,0.23
2021-07-01T13:30:00Z,2021-07-01T13:00:00Z,PT30M,28.6,-68,7.4,17.1,64,146,26,90,56,129,38.9,49.7,0.0,964.4,3,1.3,81,0.23
2021-07-01T14:00:00Z,2021-07-01T13:30:00Z,PT30M,29.3,-72,4.6,16.8,96,310,82,179,106,376,38.7,47.0,0.0,964.5,2,1.1,75,0.23
2021-07-01T14:30:00Z,2021-07-01T14:00:00Z,PT30M,30.0,-75,11.9,16.7,159,260,96,255,196,459,38.6,44.8,0.0,964.7,357,0.9,69,0.23
2021-07-01T15:00:00Z,2021-07-01T14:30:00Z,PT30M,30.6,-79,6.3,16.6,164,442,206,370,290,661,38.5,42.8,0.0,964.9,347,0.7,63,0.23
2021-07-01T15:30:00Z,2021-07-01T15:00:00Z,PT30M,31.3,-82,0.0,16.4,135,655,363,498,403,839,38.3,40.8,0.0,964.9,336,0.7,56,0.23
2021-07-01T16:00:00Z,2021-07-01T15:30:00Z,PT30M,32.0,-86,0.0,16.3,146,704,451,597,512,892,38.2,38.8,0.0,964.8,332,0.9,50,0.23
2021-07-01T16:30:00Z,2021-07-01T16:00:00Z,PT30M,32.7,-90,0.0,16.1,156,741,534,689,614,930,38.1,36.9,0.0,964.7,331,1.2,44,0.23
2021-07-01T17:00:00Z,2021-07-01T16:30:00Z,PT30M,33.4,-94,0.0,15.9,163,769,609,772,708,956,38.1,35.1,0.0,964.6,332,1.4,38,0.23
2021-07-01T17:30:00Z,2021-07-01T17:00:00Z,PT30M,34.1,-100,0.0,15.7,169,791,675,844,789,974,37.9,33.3,0.0,964.5,334,1.6,31,0.23
2021-07-01T18:00:00Z,2021-07-01T17:30:00Z,PT30M,34.9,-106,0.0,15.5,189,787,711,899,853,981,37.7,31.5,0.0,964.3,336,1.6,25,0.23
2021-07-01T18:30:00Z,2021-07-01T18:00:00Z,PT30M,35.6,-116,0.0,15.1,221,760,717,937,898,979,37.3,29.6,0.0,964.0,337,1.7,19,0.23
2021-07-01T19:00:00Z,2021-07-01T18:30:00Z,PT30M,36.3,-132,0.0,14.7,236,753,730,965,931,981,36.9,27.6,0.0,963.7,339,1.9,14,0.23
2021-07-01T19:30:00Z,2021-07-01T19:00:00Z,PT30M,37.0,-160,0.0,14.1,234,762,749,983,951,985,36.4,25.6,0.0,963.2,340,2.1,11,0.23
2021-07-01T20:00:00Z,2021-07-01T19:30:00Z,PT30M,37.6,162,0.0,13.4,231,767,754,985,954,987,36.0,23.7,0.0,962.7,341,2.4,11,0.23
2021-07-01T20:30:00Z,2021-07-01T20:00:00Z,PT30M,38.2,133,0.0,12.8,227,768,745,972,938,987,35.6,22.0,0.0,962.2,345,2.6,14,0.23
2021-07-01T21:00:00Z,2021-07-01T20:30:00Z,PT30M,38.8,117,0.0,12.3,215,773,730,945,907,986,35.3,20.7,0.0,961.7,350,2.8,19,0.23
2021-07-01T21:30:00Z,2021-07-01T21:00:00Z,PT30M,39.2,107,0.0,11.9,196,782,709,905,860,983,35.0,19.7,0.0,961.3,353,2.9,25,0.23
2021-07-01T22:00:00Z,2021-07-01T21:30:00Z,PT30M,39.5,100,0.0,11.6,182,778,666,849,795,975,34.8,19.0,0.0,960.9,355,2.9,31,0.23
2021-07-01T22:30:00Z,2021-07-01T22:00:00Z,PT30M,39.7,95,0.0,11.3,174,758,603,777,714,957,34.5,18.4,0.0,960.4,355,3.0,37,0.23
2021-07-01T23:00:00Z,2021-07-01T22:30:00Z,PT30M,39.9,90,0.0,11.1,165,732,531,695,621,932,34.2,18.0,0.0,959.9,354,3.2,44,0.23
2021-07-01T23:30:00Z,2021-07-01T23:00:00Z,PT30M,39.9,86,0.0,11.0,154,697,450,604,519,895,34.1,17.8,0.0,959.5,348,3.4,50,0.23
2021-07-02T00:00:00Z,2021-07-01T23:30:00Z,PT30M,39.9,83,0.0,11.0,141,651,364,504,411,842,34.3,17.9,0.0,959.3,339,3.6,56,0.23
2021-07-02T00:30:00Z,2021-07-02T00:00:00Z,PT30M,39.7,79,0.0,11.0,125,590,275,401,302,770,34.6,18.1,0.0,959.1,334,3.7,62,0.23
2021-07-02T01:00:00Z,2021-07-02T00:30:00Z,PT30M,39.4,76,0.0,11.0,107,508,188,295,196,666,34.8,18.3,0.0,959.1,332,3.4,68,0.23
2021-07-02T01:30:00Z,2021-07-02T01:00:00Z,PT30M,39.0,72,6.6,11.1,102,280,80,181,117,373,35.2,18.9,0.0,959.2,331,3.1,74,0.23
2021-07-02T02:00:00Z,2021-07-02T01:30:00Z,PT30M,38.6,69,20.2,11.4,77,17,4,81,73,89,35.6,19.7,0.0,959.4,331,2.7,80,0.23
2021-07-02T02:30:00Z,2021-07-02T02:00:00Z,PT30M,37.7,65,39.5,11.7,20,0,0,20,19,20,36.2,21.0,0.0,959.6,331,2.4,86,0.23
2021-07-02T03:00:00Z,2021-07-02T02:30:00Z,PT30M,36.5,61,47.0,11.9,0,0,0,0,0,0,37.0,22.7,0.0,959.7,329,2.0,92,0.23
2021-07-02T03:30:00Z,2021-07-02T03:00:00Z,PT30M,35.7,56,8.8,12.2,0,0,0,0,0,0,37.8,24.4,0.0,960.1,346,1.6,97,0.23
2021-07-02T04:00:00Z,2021-07-02T03:30:00Z,PT30M,35.1,52,57.7,12.7,0,0,0,0,0,0,38.8,25.9,0.0,960.5,27,1.8,102,0.23
2021-07-02T04:30:00Z,2021-07-02T04:00:00Z,PT30M,34.5,46,75.6,13.2,0,0,0,0,0,0,39.8,27.7,0.0,961.0,69,2.6,107,0.23
2021-07-02T05:00:00Z,2021-07-02T04:30:00Z,PT30M,34.0,41,78.0,13.9,0,0,0,0,0,0,40.6,29.8,0.0,961.3,95,4.4,111,0.23
2021-07-02T05:30:00Z,2021-07-02T05:00:00Z,PT30M,33.9,35,86.8,14.3,0,0,0,0,0,0,41.2,30.9,0.0,961.6,104,5.1,115,0.23
2021-07-02T06:00:00Z,2021-07-02T05:30:00Z,PT30M,34.1,28,94.2,14.4,0,0,0,0,0,0,41.7,30.8,0.0,961.8,110,4.4,118,0.23
2021-07-02T06:30:00Z,2021-07-02T06:00:00Z,PT30M,34.1,20,87.6,14.5,0,0,0,0,0,0,41.7,30.9,0.0,961.9,119,2.8,121,0.23
2021-07-02T07:00:00Z,2021-07-02T06:30:00Z,PT30M,34.1,13,78.6,14.6,0,0,0,0,0,0,41.3,31.1,0.0,961.8,180,0.9,123,0.23
2021-07-02T07:30:00Z,2021-07-02T07:00:00Z,PT30M,33.8,4,70.5,14.7,0,0,0,0,0,0,40.8,31.8,0.0,961.8,269,1.6,124,0.23
2021-07-02T08:00:00Z,2021-07-02T07:30:00Z,PT30M,33.3,-4,62.7,14.8,0,0,0,0,0,0,40.4,33.0,0.0,961.7,297,2.5,124,0.23
2021-07-02T08:30:00Z,2021-07-02T08:00:00Z,PT30M,32.6,-12,56.3,15.0,0,0,0,0,0,0,40.3,34.6,0.0,961.8,308,2.9,123,0.23
2021-07-02T09:00:00Z,2021-07-02T08:30:00Z,PT30M,31.8,-20,52.3,15.2,0,0,0,0,0,0,40.5,36.7,0.0,961.9,318,2.7,121,0.23
2021-07-02T09:30:00Z,2021-07-02T09:00:00Z,PT30M,31.2,-27,41.3,15.3,0,0,0,0,0,0,40.8,38.4,0.0,962.0,323,2.6,119,0.23
2021-07-02T10:00:00Z,2021-07-02T09:30:00Z,PT30M,30.8,-34,55.8,15.5,0,0,0,0,0,0,41.0,39.5,0.0,962.1,323,2.6,115,0.23
2021-07-02T10:30:00Z,2021-07-02T10:00:00Z,PT30M,30.5,-40,58.8,15.6,0,0,0,0,0,0,41.1,40.6,0.0,962.2,325,2.5,112,0.23
2021-07-02T11:00:00Z,2021-07-02T10:30:00Z,PT30M,30.2,-46,66.4,15.7,0,0,0,0,0,0,41.3,41.7,0.0,962.4,329,2.2,107,0.23
2021-07-02T11:30:00Z,2021-07-02T11:00:00Z,PT30M,29.8,-51,65.1,15.9,0,0,0,0,0,0,41.8,43.0,0.0,962.5,321,1.9,102,0.23
2021-07-02T12:00:00Z,2021-07-02T11:30:00Z,PT30M,29.5,-56,44.7,16.1,0,0,0,0,0,0,42.7,44.4,0.0,962.8,297,1.9,97,0.23
2021-07-02T12:30:00Z,2021-07-02T12:00:00Z,PT30M,29.3,-60,34.0,16.3,0,0,0,0,0,0,43.4,45.6,0.0,963.0,279,2.2,92,0.23
2021-07-02T13:00:00Z,2021-07-02T12:30:00Z,PT30M,29.2,-65,41.3,16.5,17,0,0,17,16,17,43.7,46.5,0.0,963.3,270,2.6,86,0.23
2021-07-02T13:30:00Z,2021-07-02T13:00:00Z,PT30M,29.4,-68,43.0,16.7,48,0,0,48,46,48,44.2,46.5,0.0,963.6,266,3.1,81,0.23
2021-07-02T14:00:00Z,2021-07-02T13:30:00Z,PT30M,29.9,-72,66.0,16.9,61,0,0,61,58,61,44.9,45.6,0.0,964.0,266,3.4,75,0.23
2021-07-02T14:30:00Z,2021-07-02T14:00:00Z,PT30M,30.5,-75,57.4,16.9,123,0,0,123,117,123,45.4,44.3,0.0,964.3,267,3.6,69,0.23
2021-07-02T15:00:00Z,2021-07-02T14:30:00Z,PT30M,31.0,-79,22.8,16.8,223,159,73,295,257,408,45.7,42.7,0.0,964.5,269,3.6,63,0.23
2021-07-02T15:30:00Z,2021-07-02T15:00:00Z,PT30M,31.3,-82,41.7,16.7,283,0,0,283,269,284,45.9,41.6,0.0,964.6,270,3.3,56,0.23
2021-07-02T16:00:00Z,2021-07-02T15:30:00Z,PT30M,31.4,-86,47.5,16.6,308,0,0,308,293,308,46.0,41.2,0.0,964.6,269,3.0,50,0.23
2021-07-02T16:30:00Z,2021-07-02T16:00:00Z,PT30M,31.5,-90,56.2,16.5,296,0,0,296,281,296,46.1,40.6,0.0,964.6,268,2.7,44,0.23
2021-07-02T17:00:00Z,2021-07-02T16:30:00Z,PT30M,31.7,-94,53.3,16.5,354,0,0,354,336,354,46.2,40.1,0.0,964.7,265,2.4,38,0.23
2021-07-02T17:30:00Z,2021-07-02T17:00:00Z,PT30M,31.7,-100,66.3,16.6,278,0,0,278,264,278,46.7,40.4,0.0,964.8,261,2.4,31,0.23
2021-07-02T18:00:00Z,2021-07-02T17:30:00Z,PT30M,31.7,-106,77.3,17.0,201,0,0,201,191,201,47.5,41.5,0.0,964.9,257,2.5,25,0.23
2021-07-02T18:30:00Z,2021-07-02T18:00:00Z,PT30M,31.7,-116,71.7,17.3,265,0,0,265,251,265,48.0,42.0,0.0,964.9,255,2.6,19,0.23
2021-07-02T19:00:00Z,2021-07-02T18:30:00Z,PT30M,31.8,-132,45.5,17.3,522,5,5,526,499,526,48.1,42.0,0.0,964.9,257,2.6,14,0.23
2021-07-02T19:30:00Z,2021-07-02T19:00:00Z,PT30M,32.1,-160,29.0,17.4,581,117,115,696,666,696,48.2,41.5,0.0,964.7,261,2.7,11,0.23
2021-07-02T20:00:00Z,2021-07-02T19:30:00Z,PT30M,32.4,163,5.4,17.4,305,636,625,930,899,931,48.2,40.7,0.0,964.5,268,2.9,11,0.23
2021-07-02T20:30:00Z,2021-07-02T20:00:00Z,PT30M,32.7,134,2.1,17.3,244,725,703,948,915,962,47.9,39.9,0.0,964.1,276,2.8,14,0.23
2021-07-02T21:00:00Z,2021-07-02T20:30:00Z,PT30M,33.0,117,1.8,17.3,223,743,702,925,888,964,47.4,39.2,0.0,963.5,288,2.7,19,0.23
2021-07-02T21:30:00Z,2021-07-02T21:00:00Z,PT30M,33.2,107,2.7,17.2,219,727,659,877,834,951,47.1,38.4,0.0,963.2,286,2.6,25,0.23
2021-07-02T22:00:00Z,2021-07-02T21:30:00Z,PT30M,33.5,100,13.1,17.0,347,453,390,737,695,816,46.9,37.6,0.0,963.1,270,2.7,31,0.23
2021-07-02T22:30:00Z,2021-07-02T22:00:00Z,PT30M,33.6,95,3.3,16.9,199,696,552,751,690,919,46.6,37.0,0.0,962.8,256,2.8,37,0.23
2021-07-02T23:00:00Z,2021-07-02T22:30:00Z,PT30M,33.6,90,3.1,16.7,180,681,495,675,605,895,46.3,36.6,0.0,962.5,242,2.7,44,0.23
2021-07-02T23:30:00Z,2021-07-02T23:00:00Z,PT30M,34.2,86,17.2,16.2,278,345,227,505,453,657,45.3,34.2,0.0,961.9,234,3.0,50,0.23
2021-07-03T00:00:00Z,2021-07-02T23:30:00Z,PT30M,35.4,83,39.0,15.4,311,1,1,311,295,312,43.7,30.3,0.0,961.1,232,3.5,56,0.23
2021-07-03T00:30:00Z,2021-07-03T00:00:00Z,PT30M,36.0,79,34.6,15.1,248,39,17,264,245,295,43.1,28.8,0.0,960.6,231,3.9,62,0.23
2021-07-03T01:00:00Z,2021-07-03T00:30:00Z,PT30M,35.9,76,35.6,15.2,170,79,31,201,177,265,43.5,29.3,0.0,960.4,229,4.4,68,0.23
2021-07-03T01:30:00Z,2021-07-03T01:00:00Z,PT30M,35.6,72,86.0,15.6,30,0,0,30,29,30,44.3,30.5,0.0,960.6,229,4.8,74,0.23
2021-07-03T02:00:00Z,2021-07-03T01:30:00Z,PT30M,35.1,69,57.8,16.1,40,0,0,40,38,40,45.4,32.4,0.0,961.1,229,5.2,80,0.23
2021-07-03T02:30:00Z,2021-07-03T02:00:00Z,PT30M,34.5,65,45.5,16.4,21,0,0,21,20,21,45.9,34.1,0.0,961.3,234,5.3,86,0.23
2021-07-03T03:00:00Z,2021-07-03T02:30:00Z,PT30M,33.8,61,78.1,16.5,0,0,0,0,0,0,46.0,35.7,0.0,961.3,242,5.4,92,0.23
2021-07-03T03:30:00Z,2021-07-03T03:00:00Z,PT30M,32.8,56,85.7,16.7,0,0,0,0,0,0,46.8,38.1,0.0,961.9,235,3.9,97,0.23
2021-07-03T04:00:00Z,2021-07-03T03:30:00Z,PT30M,31.6,52,96.3,17.0,0,0,0,0,0,0,48.4,41.5,0.0,963.1,167,2.4,102,0.23
2021-07-03T04:30:00Z,2021-07-03T04:00:00Z,PT30M,30.1,47,96.6,17.4,0,0,0,0,0,0,49.4,46.6,0.0,964.0,122,4.5,107,0.23
2021-07-03T05:00:00Z,2021-07-03T04:30:00Z,PT30M,28.2,41,96.7,17.9,0,0,0,0,0,0,49.7,53.8,0.0,964.8,111,7.2,111,0.23
