#Meteo hourly data
#Site, Solcast_site_-111.973816_33.073528
#Country, United States
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 33.0735
#Longitude, -111.9738
#Altitude, 360
#Time Zone, -8.0
Year,Month,Day,Hour,Minute,Tamb,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,Pw,SnowDepth,Pressure,WindDir,WindVel,AlbedoDaily,Zenith
Year,Month,Day,Hour,Minute,[deg C],[degree],[%],[deg C],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[cm],[mbar],[degree],[m/s],[],[degree]
2021,7,26,9,0,30.2,-108,0.0,18.1,148,824,707,855,4.19,0.0,967.1,113,2.0,0.23,31
2021,7,26,10,0,31.3,-130,0.0,17.5,209,776,729,938,4.16,0.0,966.8,116,1.6,0.23,20
2021,7,26,11,0,32.3,-176,0.0,17.0,213,785,761,975,4.07,0.0,966.4,120,1.0,0.23,14
2021,7,26,12,0,33.1,135,0.0,16.4,201,792,750,950,3.97,0.0,965.9,144,0.5,0.23,19
2021,7,26,13,0,33.7,111,0.2,15.9,183,781,681,864,3.9,0.0,965.3,209,0.5,0.23,29
2021,7,26,14,0,34.1,98,0.0,15.6,160,755,566,726,3.82,0.0,964.7,257,0.5,0.23,41
2021,7,26,15,0,34.3,89,0.0,15.5,137,688,406,543,3.77,0.0,964.1,309,0.7,0.23,54
2021,7,26,16,0,34.3,81,2.4,15.5,117,515,212,329,3.72,0.0,963.6,342,1.2,0.23,66
2021,7,26,17,0,33.7,74,18.8,16.3,83,115,30,114,3.65,0.0,963.6,3,1.7,0.23,79
2021,7,26,18,0,32.6,66,38.9,16.8,6,0,0,6,3.57,0.0,963.8,19,1.9,0.23,90
2021,7,26,19,0,31.8,57,22.5,16.7,0,0,0,0,3.52,0.0,964.4,35,1.8,0.23,101
2021,7,26,20,0,31.3,47,23.4,16.8,0,0,0,0,3.47,0.0,965.0,45,1.5,0.23,111
2021,7,26,21,0,30.8,34,24.2,17.2,0,0,0,0,3.46,0.0,965.4,60,1.2,0.23,120
2021,7,26,22,0,30.3,18,23.4,17.6,0,0,0,0,3.47,0.0,965.6,95,1.0,0.23,125
2021,7,26,23,0,30.0,1,23.3,17.8,0,0,0,0,3.43,0.0,965.4,111,0.6,0.23,127
2021,7,27,0,0,29.7,-16,22.8,17.9,0,0,0,0,3.41,0.0,965.2,97,0.2,0.23,126
2021,7,27,1,0,29.3,-32,21.5,17.8,0,0,0,0,3.4,0.0,965.0,323,0.3,0.23,120
2021,7,27,2,0,28.9,-45,22.1,17.7,0,0,0,0,3.44,0.0,964.9,303,0.4,0.23,113
2021,7,27,3,0,28.5,-56,21.8,17.8,0,0,0,0,3.55,0.0,965.1,197,0.2,0.23,103
2021,7,27,4,0,28.3,-65,21.4,18.2,4,2,0,4,3.65,0.0,965.4,162,0.2,0.23,92
2021,7,27,5,0,29.2,-73,1.0,18.0,51,313,60,111,3.7,0.0,966.0,1,0.3,0.23,80
2021,7,27,6,0,30.5,-80,0.0,17.4,94,572,216,310,3.72,0.0,966.4,15,1.1,0.23,68
2021,7,27,7,0,31.6,-88,2.2,17.2,146,641,362,509,3.7,0.0,966.7,22,1.5,0.23,56
2021,7,27,8,0,32.7,-97,2.0,17.3,172,715,522,695,3.66,0.0,966.7,21,1.4,0.23,43
2021,7,27,9,0,33.8,-109,2.2,17.1,198,747,641,839,3.61,0.0,966.8,9,1.5,0.23,31
2021,7,27,10,0,34.9,-131,2.0,16.6,227,750,705,931,3.55,0.0,966.6,350,1.6,0.23,20
2021,7,27,11,0,35.8,-176,1.7,16.0,230,763,739,969,3.44,0.0,966.3,331,1.7,0.23,14
2021,7,27,12,0,36.6,135,1.6,15.4,222,765,724,945,3.34,0.0,965.8,309,1.8,0.23,19
2021,7,27,13,0,37.3,111,4.9,14.9,234,686,602,836,3.27,0.0,965.1,289,2.5,0.23,29
2021,7,27,14,0,37.7,98,19.4,14.0,380,288,209,589,3.22,0.0,964.4,281,3.1,0.23,41
2021,7,27,15,0,37.8,89,9.9,13.3,208,476,292,500,3.22,0.0,964.0,280,3.1,0.23,54
2021,7,27,16,0,37.3,81,67.1,13.4,116,16,8,123,3.33,0.0,963.9,269,2.3,0.23,66
2021,7,27,17,0,35.1,74,81.1,14.6,23,0,0,23,3.52,0.0,964.3,179,2.6,0.23,79
2021,7,27,18,0,31.8,66,95.0,16.7,1,0,0,1,3.71,0.0,965.2,156,5.4,0.23,91
2021,7,27,19,0,30.8,57,80.5,17.5,0,0,0,0,3.75,0.0,966.1,141,5.3,0.23,102
2021,7,27,20,0,31.1,47,71.2,17.0,0,0,0,0,3.65,0.0,966.6,136,5.1,0.23,112
2021,7,27,21,0,30.3,34,66.1,16.9,0,0,0,0,3.62,0.0,967.0,145,5.0,0.23,120
2021,7,27,22,0,29.4,18,56.9,17.1,0,0,0,0,3.61,0.0,967.1,139,4.5,0.23,125
2021,7,27,23,0,28.7,1,24.8,17.0,0,0,0,0,3.59,0.0,967.0,127,3.9,0.23,127
2021,7,28,0,0,28.0,-16,30.3,16.7,0,0,0,0,3.61,0.0,966.9,108,2.9,0.23,126
2021,7,28,1,0,27.7,-32,42.0,16.4,0,0,0,0,3.63,0.0,966.8,95,1.8,0.23,121
2021,7,28,2,0,27.6,-45,32.0,16.3,0,0,0,0,3.68,0.0,966.9,122,1.1,0.23,113
2021,7,28,3,0,27.3,-56,24.7,16.5,0,0,0,0,3.71,0.0,967.2,120,1.1,0.23,103
2021,7,28,4,0,27.1,-65,46.6,16.7,2,0,0,2,3.68,0.0,967.6,102,1.3,0.23,92
2021,7,28,5,0,27.5,-73,4.5,16.6,51,302,57,108,3.67,0.0,967.9,103,1.7,0.23,80
2021,7,28,6,0,28.6,-81,7.1,16.5,133,411,153,287,3.72,0.0,968.2,102,2.0,0.23,68
2021,7,28,7,0,30.0,-88,6.9,16.7,190,519,292,482,3.74,0.0,968.2,85,2.1,0.23,56
2021,7,28,8,0,31.4,-97,7.4,16.9,242,567,414,655,3.73,0.0,968.0,69,2.1,0.23,43
2021,7,28,9,0,32.7,-109,4.1,17.2,222,698,599,820,3.81,0.0,967.9,54,1.7,0.23,31
2021,7,28,10,0,33.9,-131,2.1,17.4,182,801,752,934,3.88,0.0,967.5,37,1.4,0.23,20
2021,7,28,11,0,35.1,-176,1.8,17.2,175,824,798,974,3.83,0.0,966.8,23,1.0,0.23,14
2021,7,28,12,0,36.1,136,1.7,16.7,173,820,775,948,3.76,0.0,966.0,360,0.6,0.23,19
2021,7,28,13,0,36.9,111,0.7,16.1,168,803,698,866,3.67,0.0,964.9,271,0.5,0.23,29
2021,7,28,14,0,37.4,98,0.0,15.5,146,781,584,730,3.55,0.0,963.7,255,1.4,0.23,42
2021,7,28,15,0,37.8,89,0.0,14.8,126,716,421,546,3.42,0.0,963.0,267,2.3,0.23,54
2021,7,28,16,0,37.8,82,7.6,14.3,130,442,187,317,3.33,0.0,962.9,282,2.5,0.23,67
2021,7,28,17,0,37.0,74,45.0,14.9,78,9,3,81,3.29,0.0,962.9,288,2.2,0.23,79
2021,7,28,18,0,35.8,66,71.6,15.2,2,0,0,2,3.2,0.0,962.7,286,1.9,0.23,91
2021,7,28,19,0,34.8,57,38.0,15.1,0,0,0,0,3.18,0.0,963.0,263,1.5,0.23,102
2021,7,28,20,0,34.4,47,25.8,14.9,0,0,0,0,3.24,0.0,963.6,214,1.9,0.23,112
2021,7,28,21,0,34.0,34,26.2,14.4,0,0,0,0,3.31,0.0,963.7,222,2.7,0.23,120
2021,7,28,22,0,33.4,19,23.3,14.5,0,0,0,0,3.36,0.0,963.8,237,3.4,0.23,125
2021,7,28,23,0,32.8,1,46.4,14.4,0,0,0,0,3.38,0.0,963.6,239,3.4,0.23,128
2021,7,29,0,0,32.4,-16,46.2,14.2,0,0,0,0,3.41,0.0,963.0,245,3.3,0.23,126
2021,7,29,1,0,31.9,-32,62.9,14.2,0,0,0,0,3.47,0.0,962.6,257,2.8,0.23,121
2021,7,29,2,0,31.4,-45,51.2,14.4,0,0,0,0,3.55,0.0,962.7,277,1.7,0.23,113
2021,7,29,3,0,30.5,-56,41.2,15.3,0,0,0,0,3.66,0.0,963.0,211,0.3,0.23,103
2021,7,29,4,0,29.7,-65,59.1,15.9,2,0,0,2,3.77,0.0,963.5,156,1.9,0.23,92
2021,7,29,5,0,30.0,-73,5.8,16.2,57,243,45,102,3.81,0.0,963.9,159,2.8,0.23,81
2021,7,29,6,0,31.3,-81,21.2,16.3,171,180,59,230,3.84,0.0,964.3,155,2.6,0.23,68
2021,7,29,7,0,33.0,-88,30.2,16.1,271,153,92,363,3.88,0.0,964.5,133,2.0,0.23,56
2021,7,29,8,0,34.4,-97,52.7,15.9,332,0,0,332,3.93,0.0,964.5,112,2.4,0.23,43
2021,7,29,9,0,35.8,-110,40.5,15.7,503,0,0,503,3.99,0.0,964.4,112,2.8,0.23,31
2021,7,29,10,0,36.9,-132,39.0,15.5,567,8,7,574,4.01,0.0,964.0,110,2.6,0.23,20
2021,7,29,11,0,37.7,-176,48.5,15.2,496,7,7,503,4.0,0.0,963.5,106,2.0,0.23,15
2021,7,29,12,0,38.4,136,15.2,14.7,371,465,434,805,3.99,0.0,962.7,121,1.3,0.23,19
2021,7,29,13,0,38.9,112,0.8,13.9,172,796,690,862,3.91,0.0,961.2,186,1.1,0.23,30
2021,7,29,14,0,39.3,99,0.7,13.3,149,768,573,722,3.86,0.0,960.1,221,0.7,0.23,42
2021,7,29,15,0,39.3,90,14.1,12.9,233,393,239,472,3.82,0.0,959.7,274,0.6,0.23,54
2021,7,29,16,0,38.9,82,52.8,12.9,161,1,0,162,3.93,0.0,960.0,14,0.8,0.23,67
2021,7,29,17,0,33.6,74,50.8,14.7,54,2,0,54,4.27,0.0,962.0,72,8.5,0.23,79
2021,7,29,18,0,28.7,67,82.4,16.6,4,0,0,4,4.5,0.0,963.8,92,11.2,0.23,91
2021,7,29,19,0,29.1,58,80.0,16.9,0,0,0,0,4.46,0.0,963.9,121,7.3,0.23,102
2021,7,29,20,0,29.6,47,64.7,17.1,0,0,0,0,4.32,0.0,963.7,126,4.5,0.23,112
2021,7,29,21,0,30.3,34,76.7,17.2,0,0,0,0,4.45,0.0,964.6,120,4.2,0.23,120
2021,7,29,22,0,30.7,19,69.3,17.1,0,0,0,0,4.63,0.0,965.7,120,4.3,0.23,126
2021,7,29,23,0,30.6,1,76.3,17.2,0,0,0,0,4.56,0.0,965.5,118,2.9,0.23,128
2021,7,30,0,0,30.5,-16,59.0,17.7,0,0,0,0,4.47,0.0,964.8,81,1.4,0.23,126
2021,7,30,1,0,30.1,-32,57.4,18.1,0,0,0,0,4.48,0.0,964.6,62,2.3,0.23,121
2021,7,30,2,0,29.8,-46,57.3,18.2,0,0,0,0,4.46,0.0,964.6,82,2.8,0.23,113
2021,7,30,3,0,29.3,-56,24.7,18.4,0,0,0,0,4.4,0.0,964.5,90,1.3,0.23,103
2021,7,30,4,0,28.8,-66,24.8,18.4,3,6,1,4,4.36,0.0,964.6,102,0.2,0.23,92
2021,7,30,5,0,28.7,-74,19.0,18.3,73,69,9,82,4.32,0.0,965.1,156,0.5,0.23,81
2021,7,30,6,0,29.0,-81,16.5,18.1,168,226,88,255,4.34,0.0,965.9,107,0.9,0.23,68
2021,7,30,7,0,30.0,-89,10.1,17.7,216,432,244,459,4.37,0.0,966.3,84,1.4,0.23,56
2021,7,30,8,0,31.5,-98,7.8,17.4,247,544,397,644,4.37,0.0,966.5,83,2.1,0.23,43
2021,7,30,9,0,33.2,-110,5.0,16.9,239,660,565,805,4.35,0.0,966.4,102,2.2,0.23,31
2021,7,30,10,0,34.7,-132,2.2,16.2,195,778,729,924,4.31,0.0,966.0,137,2.5,0.23,20
2021,7,30,11,0,35.7,-176,2.0,15.8,194,795,768,962,4.27,0.0,965.6,150,3.1,0.23,15
2021,7,30,12,0,36.5,137,2.2,15.3,195,782,737,933,4.24,0.0,965.2,150,3.1,0.23,19
2021,7,30,13,0,37.1,112,1.6,14.8,178,777,672,851,4.21,0.0,964.4,154,2.4,0.23,30
2021,7,30,14,0,37.4,99,0.5,14.3,142,779,579,721,4.08,0.0,963.1,163,1.8,0.23,42
2021,7,30,15,0,37.5,90,1.4,13.9,126,700,410,536,3.97,0.0,962.4,183,0.9,0.23,54
2021,7,30,16,0,37.6,82,8.0,13.6,126,452,186,312,3.99,0.0,962.5,263,0.5,0.23,67
2021,7,30,17,0,34.2,75,30.8,15.6,74,79,16,91,4.33,0.0,963.4,163,4.5,0.23,79
2021,7,30,18,0,28.3,67,55.9,17.9,4,0,0,4,4.81,0.0,965.5,171,8.8,0.23,91
2021,7,30,19,0,25.0,58,64.3,18.4,0,0,0,0,4.7,0.0,966.7,209,10.1,0.23,102
2021,7,30,20,0,24.1,47,80.6,18.1,0,0,0,0,4.39,0.0,967.0,236,10.2,0.23,112
2021,7,30,21,0,25.0,34,93.8,17.8,0,0,0,0,4.38,0.0,967.4,257,6.2,0.23,120
2021,7,30,22,0,26.4,19,92.8,18.0,0,0,0,0,4.47,0.0,967.9,262,1.3,0.23,126
2021,7,30,23,0,26.8,1,91.4,18.5,0,0,0,0,4.55,0.0,968.0,87,2.1,0.23,128
2021,7,31,0,0,26.6,-17,92.5,19.1,0,0,0,0,4.59,0.0,967.8,100,2.5,0.23,126
2021,7,31,1,0,26.5,-32,97.0,19.4,0,0,0,0,4.57,0.0,967.5,117,2.5,0.23,121
2021,7,31,2,0,26.4,-46,92.1,19.6,0,0,0,0,4.53,0.0,967.1,111,2.3,0.23,113
2021,7,31,3,0,26.1,-57,63.4,19.7,0,0,0,0,4.55,0.0,967.2,102,2.0,0.23,104
2021,7,31,4,0,25.8,-66,44.3,19.8,2,0,0,2,4.6,0.0,967.7,128,1.8,0.23,93
2021,7,31,5,0,26.1,-74,26.2,19.6,71,34,7,77,4.6,0.0,968.1,161,2.3,0.23,81
2021,7,31,6,0,26.7,-81,28.4,19.2,188,69,25,213,4.57,0.0,968.6,179,2.2,0.23,68
2021,7,31,7,0,27.5,-89,32.7,18.6,325,31,19,344,4.52,0.0,968.9,198,1.4,0.23,56
2021,7,31,8,0,28.8,-98,11.9,18.0,283,454,334,616,4.49,0.0,969.0,230,0.6,0.23,43
2021,7,31,9,0,29.7,-110,6.8,18.1,261,617,527,788,4.52,0.0,969.0,328,0.4,0.23,31
2021,7,31,10,0,30.6,-133,15.8,18.6,428,388,362,790,4.54,0.0,968.7,6,1.3,0.23,21
2021,7,31,11,0,31.9,-177,4.0,18.6,243,717,692,936,4.55,0.0,968.3,0,2.0,0.23,15
2021,7,31,12,0,33.2,137,2.1,18.4,201,774,729,930,4.53,0.0,967.6,346,2.1,0.23,19
2021,7,31,13,0,34.1,113,9.4,17.9,295,562,487,782,4.44,0.0,966.6,331,2.1,0.23,30
2021,7,31,14,0,34.7,99,8.9,17.4,238,562,424,661,4.37,0.0,965.8,313,2.0,0.23,42
2021,7,31,15,0,35.2,90,4.5,17.0,150,623,367,518,4.36,0.0,965.3,308,1.9,0.23,54
2021,7,31,16,0,35.4,82,0.6,16.7,89,617,242,331,4.39,0.0,964.9,324,1.7,0.23,67
2021,7,31,17,0,35.0,75,3.1,17.4,50,378,79,130,4.39,0.0,964.8,347,1.5,0.23,79
2021,7,31,18,0,33.8,67,48.1,17.9,5,0,0,5,4.39,0.0,965.0,17,1.3,0.23,91
2021,7,31,19,0,32.8,58,24.5,17.7,0,0,0,0,4.42,0.0,965.5,65,1.5,0.23,102
2021,7,31,20,0,32.2,47,25.3,17.8,0,0,0,0,4.41,0.0,965.9,110,1.6,0.23,112
2021,7,31,21,0,31.5,34,25.8,18.1,0,0,0,0,4.32,0.0,966.1,173,1.8,0.23,121
2021,7,31,22,0,31.0,19,23.1,18.3,0,0,0,0,4.24,0.0,966.2,200,2.2,0.23,126
2021,7,31,23,0,30.9,1,23.3,18.3,0,0,0,0,4.21,0.0,966.2,201,2.1,0.23,128
