#Meteo hourly data
#Site, Solcast_site_-111.973816_33.073528
#Country, United States
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 33.0735
#Longitude, -111.9738
#Altitude, 360
#Time Zone, -8.0
Year,Month,Day,Hour,Minute,Tamb,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,Pw,SnowDepth,Pressure,WindDir,WindVel,AlbedoDaily,Zenith
Year,Month,Day,Hour,Minute,[deg C],[degree],[%],[deg C],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[cm],[mbar],[degree],[m/s],[],[degree]
2021,7,16,11,0,34.2,-177,43.3,18.3,530,15,14,545,4.83,0.0,964.8,190,3.0,0.23,12
2021,7,16,12,0,34.8,130,11.0,18.3,420,435,412,832,4.83,0.0,963.8,193,3.2,0.23,17
2021,7,16,13,0,35.7,107,2.0,18.0,280,623,547,827,4.76,0.0,962.5,195,3.7,0.23,28
2021,7,16,14,0,36.7,95,2.0,17.5,247,587,446,692,4.64,0.0,961.3,193,3.7,0.23,41
2021,7,16,15,0,37.0,87,18.8,17.2,298,210,136,434,4.6,0.0,960.8,175,3.6,0.23,53
2021,7,16,16,0,36.3,79,47.2,17.4,174,0,0,174,4.68,0.0,961.2,150,4.9,0.23,66
2021,7,16,17,0,34.7,72,78.4,17.9,30,0,0,30,4.72,0.0,961.8,137,6.5,0.23,78
2021,7,16,18,0,32.8,64,77.0,18.3,2,0,0,2,4.77,0.0,962.5,127,6.8,0.23,89
2021,7,16,19,0,32.0,56,82.2,18.6,0,0,0,0,4.8,0.0,963.1,118,5.2,0.23,100
2021,7,16,20,0,31.5,45,87.5,18.9,0,0,0,0,4.89,0.0,963.7,88,3.4,0.23,110
2021,7,16,21,0,31.0,33,95.2,19.3,0,0,0,0,5.03,0.0,964.0,72,3.5,0.23,118
2021,7,16,22,0,30.3,18,87.6,19.6,0,0,0,0,5.12,0.0,963.9,91,3.8,0.23,123
2021,7,16,23,0,29.7,1,76.9,19.8,0,0,0,0,5.16,0.0,963.9,108,3.8,0.23,125
2021,7,17,0,0,29.8,-16,66.2,19.6,0,0,0,0,5.15,0.0,963.7,129,3.2,0.22,124
2021,7,17,1,0,29.7,-31,81.6,19.4,0,0,0,0,5.14,0.0,963.8,136,3.1,0.22,119
2021,7,17,2,0,29.1,-44,65.3,19.4,0,0,0,0,5.13,0.0,963.8,129,2.9,0.22,111
2021,7,17,3,0,28.1,-55,51.1,19.4,0,0,0,0,5.12,0.0,963.9,111,2.3,0.22,102
2021,7,17,4,0,27.4,-64,36.1,19.3,4,0,0,4,5.1,0.0,964.3,69,1.0,0.22,91
2021,7,17,5,0,27.5,-71,34.7,19.2,63,0,0,63,5.09,0.0,964.9,75,0.3,0.22,79
2021,7,17,6,0,27.7,-79,45.6,19.2,159,0,0,159,5.11,0.0,965.6,131,1.6,0.22,67
2021,7,17,7,0,28.6,-86,31.3,19.2,318,38,25,342,5.11,0.0,966.0,152,2.3,0.22,55
2021,7,17,8,0,29.9,-94,15.1,19.1,387,261,192,579,5.08,0.0,966.2,189,2.0,0.22,42
2021,7,17,9,0,31.2,-106,33.8,19.2,532,24,21,554,5.08,0.0,966.3,234,1.6,0.22,30
2021,7,17,10,0,32.5,-127,17.2,19.2,464,331,316,780,5.09,0.0,966.2,269,1.7,0.22,18
2021,7,17,11,0,33.8,-177,4.6,18.9,283,665,649,932,5.07,0.0,965.7,283,2.0,0.22,12
2021,7,17,12,0,34.9,131,0.0,18.5,189,800,763,952,5.02,0.0,964.9,299,2.0,0.22,17
2021,7,17,13,0,35.6,107,0.0,18.0,179,782,687,865,4.95,0.0,964.1,310,1.7,0.22,28
2021,7,17,14,0,36.2,95,0.1,17.7,165,740,561,726,4.86,0.0,963.4,314,2.1,0.22,41
2021,7,17,15,0,36.6,87,1.5,17.2,157,637,381,538,4.73,0.0,962.8,321,2.4,0.22,53
2021,7,17,16,0,36.7,80,4.7,16.8,128,471,203,331,4.62,0.0,962.7,327,2.3,0.22,66
2021,7,17,17,0,36.5,72,35.6,16.8,95,15,4,99,4.52,0.0,962.9,310,2.1,0.22,78
2021,7,17,18,0,35.7,65,39.1,17.0,8,0,0,8,4.36,0.0,963.1,278,2.5,0.22,90
2021,7,17,19,0,34.4,56,27.2,17.1,0,0,0,0,4.26,0.0,963.4,254,3.4,0.22,100
2021,7,17,20,0,33.7,45,27.2,17.2,0,0,0,0,4.26,0.0,963.9,245,3.4,0.22,110
2021,7,17,21,0,33.5,33,33.2,17.2,0,0,0,0,4.32,0.0,964.4,255,3.0,0.22,118
2021,7,17,22,0,32.9,18,35.9,17.4,0,0,0,0,4.39,0.0,964.9,262,2.3,0.22,123
2021,7,17,23,0,32.4,1,32.2,17.6,0,0,0,0,4.45,0.0,965.2,260,1.8,0.22,125
2021,7,18,0,0,32.3,-16,45.7,17.5,0,0,0,0,4.46,0.0,965.0,271,2.2,0.23,124
2021,7,18,1,0,31.6,-31,46.2,17.4,0,0,0,0,4.46,0.0,964.9,280,2.8,0.23,119
2021,7,18,2,0,30.4,-44,30.8,17.6,0,0,0,0,4.44,0.0,965.0,281,2.9,0.23,111
2021,7,18,3,0,29.6,-55,28.9,17.8,0,0,0,0,4.44,0.0,965.4,275,2.8,0.23,102
2021,7,18,4,0,29.3,-64,28.1,18.0,6,3,0,6,4.51,0.0,966.2,267,2.5,0.23,91
2021,7,18,5,0,29.6,-72,12.6,18.0,84,57,12,95,4.6,0.0,967.0,242,1.7,0.23,79
2021,7,18,6,0,30.4,-79,20.2,18.0,201,70,24,225,4.71,0.0,967.6,205,1.9,0.23,67
2021,7,18,7,0,31.5,-86,42.2,17.9,279,0,0,279,4.81,0.0,967.8,194,2.0,0.23,55
2021,7,18,8,0,32.6,-94,81.7,17.5,119,0,0,119,4.89,0.0,967.7,200,1.3,0.23,42
2021,7,18,9,0,33.3,-106,77.9,17.5,188,0,0,188,4.96,0.0,967.8,209,1.1,0.23,30
2021,7,18,10,0,34.0,-127,72.0,17.6,262,0,0,262,5.0,0.0,967.8,203,0.9,0.23,19
2021,7,18,11,0,34.5,-176,67.3,17.5,317,3,3,319,5.04,0.0,967.6,170,0.6,0.23,13
2021,7,18,12,0,34.5,131,17.5,17.5,463,336,320,783,5.01,0.0,967.1,157,0.8,0.23,17
2021,7,18,13,0,34.9,108,8.5,17.3,313,548,476,789,4.9,0.0,966.3,192,0.7,0.23,28
2021,7,18,14,0,35.8,96,0.7,16.8,172,726,550,722,4.75,0.0,965.3,257,1.1,0.23,41
2021,7,18,15,0,36.0,87,0.0,16.8,137,684,409,547,4.69,0.0,965.1,289,1.4,0.23,53
2021,7,18,16,0,35.7,80,2.1,16.9,119,523,216,336,4.65,0.0,964.9,295,1.3,0.23,66
2021,7,18,17,0,35.4,72,28.9,16.8,71,150,42,113,4.6,0.0,965.0,292,0.8,0.23,78
2021,7,18,18,0,34.8,65,32.3,17.2,10,0,0,10,4.57,0.0,965.5,169,0.3,0.23,90
2021,7,18,19,0,34.1,56,84.6,17.7,0,0,0,0,4.46,0.0,965.4,184,0.8,0.23,101
2021,7,18,20,0,33.7,45,90.0,17.8,0,0,0,0,4.45,0.0,966.0,159,1.3,0.23,110
2021,7,18,21,0,32.9,33,96.0,18.4,0,0,0,0,4.62,0.0,967.0,154,2.4,0.23,118
2021,7,18,22,0,32.3,18,96.7,19.3,0,0,0,0,4.83,0.0,967.3,148,2.7,0.23,124
2021,7,18,23,0,31.8,1,95.9,19.6,0,0,0,0,5.0,0.0,967.6,122,2.8,0.23,126
2021,7,19,0,0,30.9,-16,89.4,19.8,0,0,0,0,5.18,0.0,967.9,96,3.4,0.23,124
2021,7,19,1,0,29.3,-31,93.0,19.6,0,0,0,0,5.26,0.0,968.0,84,4.2,0.23,119
2021,7,19,2,0,27.9,-44,96.2,19.2,0,0,0,0,5.26,0.0,967.9,86,4.4,0.23,111
2021,7,19,3,0,28.1,-55,64.8,18.8,0,0,0,0,5.2,0.0,967.5,95,3.8,0.23,102
2021,7,19,4,0,28.4,-64,56.4,18.8,4,0,0,4,5.16,0.0,967.5,104,2.9,0.23,91
2021,7,19,5,0,28.4,-72,15.6,18.9,84,59,11,95,5.15,0.0,967.9,108,2.3,0.23,79
2021,7,19,6,0,29.7,-79,38.4,18.5,179,8,2,181,5.06,0.0,968.0,99,2.0,0.23,67
2021,7,19,7,0,31.2,-86,50.0,18.4,249,0,0,249,4.99,0.0,968.0,93,1.8,0.23,55
2021,7,19,8,0,32.6,-95,50.7,18.3,345,0,0,345,5.0,0.0,968.1,120,1.3,0.23,42
2021,7,19,9,0,34.0,-106,17.8,18.2,419,314,274,692,5.05,0.0,968.1,153,1.3,0.23,30
2021,7,19,10,0,35.1,-128,18.0,18.2,447,345,330,777,5.05,0.0,967.7,183,0.8,0.23,19
2021,7,19,11,0,36.1,-176,0.5,17.9,186,811,791,977,5.03,0.0,967.1,278,0.6,0.23,13
2021,7,19,12,0,37.0,132,0.1,17.7,172,822,783,955,5.0,0.0,966.2,318,1.2,0.23,18
2021,7,19,13,0,37.6,108,3.5,17.5,231,689,606,837,4.94,0.0,965.3,321,1.6,0.23,29
2021,7,19,14,0,37.9,96,3.3,17.2,206,659,496,702,4.86,0.0,964.5,298,2.1,0.23,41
2021,7,19,15,0,37.8,87,0.9,17.2,144,664,398,542,4.76,0.0,963.8,284,4.1,0.23,53
2021,7,19,16,0,37.2,80,10.2,17.4,154,359,158,312,4.66,0.0,963.5,276,5.8,0.23,66
2021,7,19,17,0,36.3,73,46.7,17.4,82,2,0,83,4.52,0.0,963.6,281,5.9,0.23,78
2021,7,19,18,0,35.5,65,84.0,17.4,3,0,0,3,4.44,0.0,963.9,293,5.0,0.23,90
2021,7,19,19,0,34.9,56,54.9,17.4,0,0,0,0,4.53,0.0,964.5,293,3.7,0.23,101
2021,7,19,20,0,34.4,46,46.6,17.5,0,0,0,0,4.68,0.0,964.9,293,3.4,0.23,110
2021,7,19,21,0,33.2,33,57.6,17.9,0,0,0,0,4.83,0.0,965.3,285,3.3,0.23,118
2021,7,19,22,0,31.6,18,57.1,18.6,0,0,0,0,4.98,0.0,965.7,231,3.1,0.23,124
2021,7,19,23,0,30.4,1,54.6,19.4,0,0,0,0,5.02,0.0,965.8,200,5.5,0.23,126
2021,7,20,0,0,29.6,-16,52.6,19.7,0,0,0,0,4.98,0.0,965.8,203,6.3,0.23,124
2021,7,20,1,0,28.9,-31,56.5,19.7,0,0,0,0,4.9,0.0,965.7,211,4.7,0.23,119
2021,7,20,2,0,28.0,-44,55.9,20.0,0,0,0,0,5.03,0.0,966.6,157,4.0,0.23,111
2021,7,20,3,0,28.0,-55,49.9,20.2,0,0,0,0,5.2,0.0,967.2,147,7.0,0.23,102
2021,7,20,4,0,28.0,-64,28.0,20.4,6,2,0,6,5.17,0.0,966.8,173,6.2,0.23,91
2021,7,20,5,0,27.9,-72,19.1,20.4,83,57,14,97,5.22,0.0,966.8,201,3.8,0.23,79
2021,7,20,6,0,28.7,-79,15.7,20.2,183,213,82,264,5.33,0.0,967.0,212,1.6,0.23,67
2021,7,20,7,0,30.1,-86,7.3,20.0,200,485,283,483,5.39,0.0,967.2,130,1.1,0.23,55
2021,7,20,8,0,31.5,-95,5.0,19.9,225,598,442,667,5.41,0.0,967.2,115,1.6,0.23,42
2021,7,20,9,0,32.7,-107,2.2,19.9,211,714,617,828,5.34,0.0,967.0,117,1.8,0.23,30
2021,7,20,10,0,34.1,-128,3.4,19.9,256,690,652,908,5.17,0.0,966.4,112,1.9,0.23,19
2021,7,20,11,0,35.3,-176,20.5,19.9,514,267,260,774,5.01,0.0,965.5,105,1.5,0.23,13
2021,7,20,12,0,36.3,132,33.6,19.7,609,21,21,630,4.83,0.0,964.5,120,1.2,0.23,18
2021,7,20,13,0,36.9,108,45.0,19.3,473,0,0,473,4.62,0.0,963.3,158,1.3,0.23,29
2021,7,20,14,0,37.4,96,50.7,18.8,358,0,0,358,4.42,0.0,962.3,186,1.8,0.23,41
2021,7,20,15,0,38.0,87,58.0,17.8,230,0,0,230,4.3,0.0,961.4,222,2.3,0.23,53
2021,7,20,16,0,38.2,80,73.8,17.1,94,0,0,94,4.25,0.0,960.9,240,2.7,0.23,66
2021,7,20,17,0,37.6,73,81.3,17.6,18,0,0,18,4.21,0.0,960.7,255,2.4,0.23,78
2021,7,20,18,0,36.3,65,57.4,18.4,6,0,0,6,4.25,0.0,960.8,282,3.4,0.23,90
2021,7,20,19,0,34.9,56,55.7,18.9,0,0,0,0,4.35,0.0,961.2,285,4.0,0.23,101
2021,7,20,20,0,33.1,46,48.2,19.2,0,0,0,0,4.63,0.0,962.4,11,2.0,0.23,110
2021,7,20,21,0,30.9,33,95.5,17.9,0,0,0,0,4.68,0.0,963.3,59,3.6,0.23,118
2021,7,20,22,0,30.2,18,69.7,16.9,0,0,0,0,4.52,0.0,963.0,169,0.5,0.23,124
2021,7,20,23,0,30.8,1,80.3,17.5,0,0,0,0,4.68,0.0,962.6,236,1.6,0.23,126
2021,7,21,0,0,30.9,-16,80.1,18.4,0,0,0,0,4.95,0.0,962.3,148,0.2,0.23,124
2021,7,21,1,0,30.7,-31,96.6,18.7,0,0,0,0,5.03,0.0,962.1,150,0.6,0.23,119
2021,7,21,2,0,30.7,-44,95.5,18.6,0,0,0,0,4.93,0.0,961.9,197,1.3,0.23,112
2021,7,21,3,0,30.7,-55,57.9,18.8,0,0,0,0,4.9,0.0,962.0,178,1.3,0.23,102
2021,7,21,4,0,30.6,-64,22.3,18.9,6,1,0,6,4.9,0.0,962.3,164,1.4,0.23,91
2021,7,21,5,0,31.1,-72,6.8,18.5,75,107,22,98,4.88,0.0,962.7,168,1.2,0.23,80
2021,7,21,6,0,32.2,-79,11.4,17.9,182,198,78,259,4.86,0.0,963.0,147,0.7,0.23,67
2021,7,21,7,0,33.5,-87,24.0,17.7,315,111,66,381,4.84,0.0,963.2,94,0.8,0.23,55
2021,7,21,8,0,34.5,-95,26.7,18.0,435,90,62,497,4.8,0.0,963.5,93,0.9,0.23,42
2021,7,21,9,0,35.4,-107,37.6,18.3,515,0,0,515,4.83,0.0,963.7,121,0.8,0.23,30
2021,7,21,10,0,36.5,-128,34.7,18.6,577,30,28,605,4.93,0.0,963.4,139,0.5,0.23,19
2021,7,21,11,0,37.5,-176,49.2,18.7,487,0,0,487,5.02,0.0,962.9,191,0.2,0.23,13
2021,7,21,12,0,38.4,133,7.2,18.6,367,518,491,858,5.04,0.0,962.0,304,0.6,0.23,18
2021,7,21,13,0,39.1,109,9.5,18.2,414,384,337,751,4.9,0.0,960.5,321,1.4,0.23,29
2021,7,21,14,0,35.7,96,2.9,18.9,294,489,370,664,5.06,0.0,960.6,128,5.9,0.23,41
2021,7,21,15,0,31.3,88,13.0,19.5,307,217,135,443,4.91,0.0,960.8,143,10.6,0.23,53
2021,7,21,16,0,30.3,80,33.8,19.7,205,9,4,209,4.36,0.0,960.4,203,8.7,0.23,66
2021,7,21,17,0,29.7,73,62.0,19.3,57,0,0,57,4.16,0.0,961.3,239,11.8,0.23,78
2021,7,21,18,0,29.6,65,83.2,18.3,3,0,0,3,4.07,0.0,961.7,256,7.7,0.23,90
2021,7,21,19,0,30.0,56,97.0,18.8,0,0,0,0,4.36,0.0,962.9,331,2.9,0.23,101
2021,7,21,20,0,29.7,46,97.0,19.5,0,0,0,0,4.7,0.0,964.5,13,6.7,0.23,111
2021,7,21,21,0,30.5,33,96.8,19.6,0,0,0,0,4.61,0.0,964.3,7,7.6,0.23,119
2021,7,21,22,0,31.2,18,94.0,19.6,0,0,0,0,4.43,0.0,963.9,5,3.7,0.23,124
2021,7,21,23,0,31.0,1,94.9,19.8,0,0,0,0,4.24,0.0,963.8,322,0.8,0.23,126
2021,7,22,0,0,31.0,-16,83.3,19.9,0,0,0,0,4.1,0.0,963.5,266,1.4,0.23,125
2021,7,22,1,0,30.8,-31,29.3,20.1,0,0,0,0,4.06,0.0,963.3,259,1.0,0.23,119
2021,7,22,2,0,30.5,-44,24.9,20.1,0,0,0,0,3.95,0.0,963.3,28,0.5,0.23,112
2021,7,22,3,0,29.5,-55,24.7,20.1,0,0,0,0,3.75,0.0,963.8,75,0.8,0.23,102
2021,7,22,4,0,28.5,-64,21.3,20.0,5,3,0,5,3.64,0.0,964.5,135,0.8,0.23,91
2021,7,22,5,0,28.8,-72,1.0,19.6,66,187,37,103,3.72,0.0,965.2,174,1.1,0.23,80
2021,7,22,6,0,29.7,-79,4.8,19.0,153,323,126,280,3.82,0.0,965.9,174,1.2,0.23,68
2021,7,22,7,0,31.1,-87,4.3,18.5,218,456,262,480,3.89,0.0,966.2,166,0.6,0.23,55
2021,7,22,8,0,32.8,-95,7.3,18.1,305,452,333,638,3.96,0.0,966.2,285,0.1,0.23,43
2021,7,22,9,0,34.5,-107,8.4,17.7,373,451,389,762,4.05,0.0,966.3,292,0.5,0.23,30
2021,7,22,10,0,36.0,-129,5.5,17.5,396,492,464,861,4.08,0.0,966.2,275,1.4,0.23,19
2021,7,22,11,0,37.2,-176,2.1,17.3,368,566,551,919,4.06,0.0,965.8,276,2.5,0.23,13
2021,7,22,12,0,38.2,133,5.3,17.0,429,448,427,856,4.08,0.0,965.2,272,3.6,0.23,18
2021,7,22,13,0,38.5,109,3.7,16.7,427,375,328,755,4.06,0.0,964.3,264,5.0,0.23,29
2021,7,22,14,0,38.4,97,14.4,16.5,446,134,106,553,3.95,0.0,963.2,260,5.7,0.23,41
2021,7,22,15,0,38.6,88,31.5,16.5,321,0,0,321,3.99,0.0,962.9,268,4.7,0.23,54
2021,7,22,16,0,38.4,80,63.4,16.6,105,0,0,105,3.99,0.0,962.5,285,4.0,0.23,66
2021,7,22,17,0,38.0,73,69.5,17.0,33,0,0,33,4.15,0.0,962.8,283,2.9,0.23,78
2021,7,22,18,0,35.1,65,54.5,17.9,3,0,0,3,4.48,0.0,964.1,197,4.5,0.23,90
2021,7,22,19,0,30.0,57,89.6,18.8,0,0,0,0,4.67,0.0,965.4,204,9.6,0.23,101
2021,7,22,20,0,28.0,46,95.9,17.3,0,0,0,0,4.72,0.0,966.4,213,9.4,0.23,111
2021,7,22,21,0,28.0,33,93.5,17.6,0,0,0,0,4.88,0.0,966.8,178,4.6,0.23,119
2021,7,22,22,0,27.5,18,94.5,19.6,0,0,0,0,5.04,0.0,967.8,110,4.1,0.23,124
2021,7,22,23,0,27.2,1,96.6,19.7,0,0,0,0,4.96,0.0,968.3,106,4.2,0.23,126
2021,7,23,0,0,27.0,-16,96.2,19.8,0,0,0,0,5.01,0.0,968.5,103,4.1,0.22,125
2021,7,23,1,0,26.3,-32,93.7,20.1,0,0,0,0,5.16,0.0,969.2,76,6.2,0.22,120
2021,7,23,2,0,24.9,-45,93.9,19.0,0,0,0,0,4.9,0.0,969.1,73,8.4,0.22,112
2021,7,23,3,0,24.7,-55,93.7,17.9,0,0,0,0,4.63,0.0,968.7,80,7.2,0.22,102
2021,7,23,4,0,24.9,-64,71.3,18.6,2,0,0,2,4.74,0.0,969.0,81,4.9,0.22,91
2021,7,23,5,0,25.0,-72,58.4,19.2,32,0,0,32,4.83,0.0,969.4,82,3.3,0.22,80
2021,7,23,6,0,25.2,-80,61.4,19.6,106,0,0,106,4.95,0.0,970.1,84,3.0,0.22,68
2021,7,23,7,0,25.6,-87,76.3,19.7,109,0,0,109,4.99,0.0,970.4,100,3.2,0.22,55
2021,7,23,8,0,25.7,-96,81.3,19.6,123,0,0,123,4.93,0.0,970.4,109,4.0,0.22,43
2021,7,23,9,0,25.7,-107,80.2,19.7,161,0,0,161,4.95,0.0,970.4,122,4.7,0.22,30
2021,7,23,10,0,25.5,-129,88.4,19.9,106,0,0,106,5.03,0.0,970.2,134,5.1,0.22,19
2021,7,23,11,0,24.9,-176,85.8,20.3,137,0,0,137,5.07,0.0,970.3,127,4.6,0.22,13
2021,7,23,12,0,24.5,134,82.2,20.5,168,0,0,168,4.96,0.0,970.1,133,3.1,0.22,18
2021,7,23,13,0,25.6,109,79.7,20.3,172,0,0,172,4.87,0.0,969.8,108,1.3,0.22,29
2021,7,23,14,0,27.1,97,86.0,19.9,101,0,0,101,4.9,0.0,969.3,41,1.3,0.22,41
2021,7,23,15,0,27.2,88,94.0,19.5,33,0,0,33,4.81,0.0,968.4,162,0.3,0.22,54
2021,7,23,16,0,27.0,81,87.6,19.3,37,0,0,37,4.74,0.0,968.1,100,1.1,0.22,66
2021,7,23,17,0,26.8,73,79.5,19.4,27,0,0,27,4.75,0.0,968.3,41,2.1,0.22,78
2021,7,23,18,0,25.7,66,92.7,20.0,1,0,0,1,4.67,0.0,968.2,28,2.1,0.22,90
2021,7,23,19,0,25.1,57,96.8,20.5,0,0,0,0,4.67,0.0,968.4,42,2.0,0.22,101
2021,7,23,20,0,25.1,46,97.0,20.6,0,0,0,0,4.75,0.0,968.8,54,1.3,0.22,111
2021,7,23,21,0,24.9,33,96.9,20.7,0,0,0,0,4.78,0.0,968.6,146,1.6,0.22,119
2021,7,23,22,0,24.6,18,93.7,20.7,0,0,0,0,4.9,0.0,968.5,137,2.1,0.22,124
2021,7,23,23,0,24.6,1,92.4,20.6,0,0,0,0,5.02,0.0,968.4,109,1.9,0.22,127
2021,7,24,0,0,24.3,-16,82.3,20.5,0,0,0,0,5.1,0.0,968.0,89,2.1,0.22,125
2021,7,24,1,0,23.9,-32,83.0,20.5,0,0,0,0,5.2,0.0,967.7,73,2.8,0.22,120
2021,7,24,2,0,23.6,-45,95.2,20.4,0,0,0,0,5.29,0.0,967.6,68,2.4,0.22,112
2021,7,24,3,0,23.4,-55,90.2,20.4,0,0,0,0,5.36,0.0,967.8,80,1.2,0.22,102
2021,7,24,4,0,23.2,-65,73.5,20.3,2,0,0,2,5.32,0.0,967.8,153,1.5,0.22,92
2021,7,24,5,0,23.2,-72,58.9,20.2,38,0,0,38,5.28,0.0,968.1,156,2.3,0.22,80
2021,7,24,6,0,23.2,-80,76.8,20.2,68,0,0,68,5.3,0.0,968.5,142,2.4,0.22,68
2021,7,24,7,0,23.3,-87,71.4,20.2,140,0,0,140,5.32,0.0,968.9,127,2.5,0.22,55
2021,7,24,8,0,23.2,-96,88.6,20.4,77,0,0,77,5.3,0.0,969.2,117,2.6,0.22,43
2021,7,24,9,0,23.2,-108,85.2,20.4,124,0,0,124,5.27,0.0,969.5,135,2.7,0.22,30
2021,7,24,10,0,23.4,-130,80.0,20.3,182,0,0,182,5.27,0.0,969.5,144,3.5,0.22,19
2021,7,24,11,0,23.8,-176,67.1,20.1,310,0,0,310,5.22,0.0,969.2,142,4.2,0.22,14
2021,7,24,12,0,24.3,134,54.7,19.8,412,0,0,412,5.14,0.0,969.0,146,4.4,0.22,18
2021,7,24,13,0,24.9,110,23.8,19.4,484,166,140,623,5.03,0.0,968.6,150,4.8,0.22,29
2021,7,24,14,0,25.3,97,4.0,19.1,294,482,363,657,4.9,0.0,968.0,149,5.2,0.22,41
2021,7,24,15,0,25.4,88,2.7,19.3,229,434,258,487,4.81,0.0,967.4,148,5.0,0.22,54
2021,7,24,16,0,25.6,81,16.6,19.4,172,189,84,256,4.8,0.0,966.9,141,4.3,0.22,66
2021,7,24,17,0,25.6,73,34.6,19.5,76,0,0,76,4.85,0.0,966.8,130,3.7,0.22,78
2021,7,24,18,0,24.6,66,51.6,19.8,5,0,0,5,4.9,0.0,966.7,120,3.6,0.22,90
2021,7,24,19,0,23.8,57,39.3,19.9,0,0,0,0,4.93,0.0,966.8,111,3.2,0.22,101
2021,7,24,20,0,23.9,46,70.9,19.9,0,0,0,0,4.92,0.0,967.4,112,2.9,0.22,111
2021,7,24,21,0,23.9,34,94.7,20.0,0,0,0,0,4.99,0.0,967.6,114,2.7,0.22,119
2021,7,24,22,0,23.7,18,78.8,20.3,0,0,0,0,5.13,0.0,967.6,111,2.5,0.22,125
2021,7,24,23,0,23.6,1,96.4,20.4,0,0,0,0,5.2,0.0,967.2,125,2.6,0.22,127
2021,7,25,0,0,23.6,-16,89.4,20.4,0,0,0,0,5.27,0.0,967.0,144,2.6,0.23,125
2021,7,25,1,0,23.1,-32,84.0,20.4,0,0,0,0,5.33,0.0,966.9,155,2.8,0.23,120
2021,7,25,2,0,22.6,-45,81.1,20.2,0,0,0,0,5.31,0.0,966.7,161,2.5,0.23,112
2021,7,25,3,0,22.4,-56,59.3,20.4,0,0,0,0,5.36,0.0,966.8,194,1.7,0.23,103
2021,7,25,4,0,22.1,-65,53.0,20.7,2,0,0,2,5.41,0.0,967.2,231,2.2,0.23,92
2021,7,25,5,0,21.9,-73,46.7,20.8,46,0,0,46,5.39,0.0,967.6,229,3.2,0.23,80
2021,7,25,6,0,22.1,-80,64.5,20.8,95,0,0,95,5.33,0.0,968.0,222,3.6,0.23,68
2021,7,25,7,0,22.3,-88,67.9,20.6,152,0,0,152,5.25,0.0,968.3,226,3.5,0.23,55
2021,7,25,8,0,22.4,-96,80.7,20.3,126,0,0,126,5.19,0.0,968.4,239,3.6,0.23,43
2021,7,25,9,0,22.6,-108,80.0,20.0,162,0,0,162,5.15,0.0,968.6,246,3.5,0.23,31
2021,7,25,10,0,23.5,-130,63.9,19.8,328,0,0,328,5.12,0.0,968.6,238,3.1,0.23,20
2021,7,25,11,0,24.9,-176,33.5,19.7,606,22,21,627,5.08,0.0,968.3,218,3.5,0.23,14
2021,7,25,12,0,25.8,134,17.0,19.6,516,263,249,765,5.04,0.0,967.9,205,3.9,0.23,18
2021,7,25,13,0,26.3,110,22.4,19.4,518,153,134,652,4.99,0.0,967.4,199,3.7,0.23,29
2021,7,25,14,0,26.5,98,16.5,19.2,386,271,199,585,4.96,0.0,966.8,194,2.9,0.23,41
2021,7,25,15,0,26.4,89,12.2,19.3,266,328,197,463,4.95,0.0,966.2,164,2.2,0.23,54
2021,7,25,16,0,26.3,81,25.4,19.7,198,108,50,248,4.95,0.0,965.9,129,2.6,0.23,66
2021,7,25,17,0,26.1,74,41.3,20.0,77,0,0,77,4.9,0.0,965.5,117,2.4,0.23,79
2021,7,25,18,0,25.5,66,60.8,20.3,5,0,0,5,4.87,0.0,965.5,106,2.3,0.23,90
2021,7,25,19,0,24.9,57,52.3,20.4,0,0,0,0,4.89,0.0,966.0,99,2.6,0.23,101
2021,7,25,20,0,24.7,46,36.2,20.4,0,0,0,0,4.87,0.0,966.4,91,2.6,0.23,111
2021,7,25,21,0,24.4,34,26.8,20.3,0,0,0,0,4.84,0.0,966.7,84,2.4,0.23,119
2021,7,25,22,0,24.2,18,44.7,20.3,0,0,0,0,4.78,0.0,966.8,81,1.4,0.23,125
2021,7,25,23,0,24.2,1,42.1,20.2,0,0,0,0,4.69,0.0,966.5,75,1.0,0.23,127
2021,7,26,0,0,24.2,-16,24.5,20.1,0,0,0,0,4.62,0.0,966.2,79,1.3,0.23,125
2021,7,26,1,0,24.2,-32,22.9,19.9,0,0,0,0,4.54,0.0,966.0,87,1.6,0.23,120
2021,7,26,2,0,24.1,-45,23.7,19.7,0,0,0,0,4.43,0.0,966.0,90,1.9,0.23,112
2021,7,26,3,0,23.9,-56,23.0,19.6,0,0,0,0,4.37,0.0,966.0,90,2.1,0.23,103
2021,7,26,4,0,23.9,-65,19.7,19.7,4,0,0,4,4.35,0.0,966.2,97,2.1,0.23,92
2021,7,26,5,0,24.5,-73,30.8,19.7,76,0,0,76,4.35,0.0,966.7,109,1.9,0.23,80
2021,7,26,6,0,25.8,-80,32.2,19.6,191,58,26,217,4.34,0.0,967.1,115,1.9,0.23,68
2021,7,26,7,0,27.3,-88,5.1,19.2,155,592,343,498,4.29,0.0,967.3,113,2.1,0.23,55
2021,7,26,8,0,28.9,-96,0.8,18.7,140,772,564,704,4.22,0.0,967.2,111,2.2,0.23,43
